fips_code,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023
48477,381,479,712,2298,26,-98,738,639,37007,-1,10.4,13.1,19.4,0.7,-2.7,20.1,6
48479,4420,1664,-2054,4011,795,2756,-1259,1529,269148,32,16.5,6.2,-7.7,3,10.3,-4.7,2
48481,555,534,-67,572,42,21,-25,-1,41739,3,13.3,12.8,-1.6,1,0.5,-0.6,4
48483,64,91,31,56,13,-27,44,17,4804,0,13.3,19,6.5,2.7,-5.6,9.2,9
48485,1742,1539,-480,11332,234,203,-246,-40,130180,3,13.4,11.8,-3.7,1.8,1.6,-1.9,3
48487,184,191,-16,842,10,-7,-6,-13,12522,0,14.7,15.2,-1.3,0.8,-0.6,-0.5,6
48489,245,212,-258,2692,10,33,-248,-217,20037,-2,12.2,10.5,-12.8,0.5,1.6,-12.3,6
48491,8043,3494,17943,4687,2390,4549,20333,24918,697191,36,11.7,5.1,26.2,3.5,6.6,29.7,1
48493,592,582,1370,422,57,10,1427,1429,54183,-8,11.1,10.9,25.6,1.1,0.2,26.7,1
48495,127,85,60,152,14,42,74,114,7414,-2,17.3,11.6,8.2,1.9,5.7,10.1,6
48497,915,743,3008,843,31,172,3039,3200,78097,-11,12,9.7,39.3,0.4,2.2,39.7,1
48499,416,806,1295,1553,90,-390,1385,991,47921,-4,8.8,17,27.3,1.9,-8.2,29.2,6
48501,132,80,-144,57,73,52,-71,-16,7468,3,17.7,10.7,-19.3,9.8,7,-9.5,9
48503,237,306,175,232,8,-69,183,112,18124,-2,13.1,16.9,9.7,0.4,-3.8,10.1,7
48505,209,141,-188,101,20,68,-168,-102,13736,-2,15.2,10.2,-13.6,1.5,4.9,-12.2,6
48507,169,148,-97,43,3,21,-94,-72,9312,1,18.1,15.8,-10.4,0.3,2.2,-10.1,7
49000,45965,21169,1338,55398,10285,24796,11623,36498,3417734,79,13.5,6.2,0.4,3,7.3,3.4,
49001,106,77,-123,379,10,29,-113,-84,7233,0,14.6,10.6,-16.9,1.4,4,-15.5,9
49003,831,480,773,327,36,351,809,1161,62684,1,13.4,7.7,12.4,0.6,5.7,13,4
49005,2122,729,515,4609,333,1393,848,2248,142393,7,15,5.2,3.6,2.4,9.9,6,3
49007,226,291,135,250,2,-65,137,69,20609,-3,11,14.1,6.6,0.1,-3.2,6.7,7
49009,10,7,-27,0,0,3,-27,-23,992,1,10,7,-26.9,0,3,-26.9,9
49011,4769,2122,132,2161,511,2647,643,3320,373207,30,12.8,5.7,0.4,1.4,7.1,1.7,2
49013,281,177,232,183,1,104,233,335,20477,-2,13.8,8.7,11.4,0,5.1,11.5,7
49015,124,126,41,61,11,-2,52,51,10144,1,12.3,12.5,4.1,1.1,-0.2,5.1,9
49017,58,61,60,269,0,-3,60,56,5314,-1,11,11.5,11.4,0,-0.6,11.4,9
49019,98,85,-104,154,26,13,-78,-65,9706,0,10.1,8.7,-10.7,2.7,1.3,-8,7
49021,823,419,1136,1676,161,404,1297,1703,64211,2,13,6.6,17.9,2.5,6.4,20.5,4
49023,201,89,326,102,3,112,329,437,13023,-4,15.7,7,25.5,0.2,8.7,25.7,2
49025,93,101,231,217,1,-8,232,222,8425,-2,11.2,12.1,27.8,0.1,-1,27.9,8
49027,180,133,40,127,6,47,46,94,13437,1,13.4,9.9,3,0.4,3.5,3.4,9
49029,139,70,90,28,6,69,96,163,13000,-2,10.8,5.4,7,0.5,5.3,7.4,2
49031,18,24,64,0,0,-6,64,57,1550,-1,11.8,15.8,42.1,0,-3.9,42.1,9
49033,28,18,11,56,-1,10,10,21,2670,1,10.5,6.8,4.1,-0.4,3.8,3.8,8
49035,14841,7436,-14070,17818,5951,7405,-8119,-756,1185813,-42,12.5,6.3,-11.9,5,6.2,-6.8,1
49037,185,156,-96,381,17,29,-79,-48,14358,2,12.9,10.8,-6.7,1.2,2,-5.5,9
49039,382,270,431,2938,46,112,477,586,30277,-3,12.7,9,14.4,1.5,3.7,15.9,6
49041,284,226,248,371,-3,58,245,301,22344,-2,12.8,10.2,11.2,-0.1,2.6,11,7
49043,418,210,-613,133,115,208,-498,-286,42759,4,9.7,4.9,-14.3,2.7,4.8,-11.6,4
49045,1070,491,1464,516,56,579,1520,2096,82051,-3,13.2,6.1,18.1,0.7,7.1,18.8,1
49047,497,318,413,114,50,179,463,643,37747,1,13.3,8.5,11,1.3,4.8,12.4,7
49049,11955,3065,5130,15667,2381,8890,7511,16482,719174,81,16.8,4.3,7.2,3.3,12.5,10.6,2
49051,383,187,214,236,137,196,351,547,37144,0,10.4,5.1,5.8,3.7,5.3,9.5,4
49053,2298,1762,4023,3211,173,536,4196,4722,202452,-10,11.5,8.8,20.1,0.9,2.7,21,3
49055,32,33,-17,0,-1,-1,-18,-20,2614,-1,12.2,12.6,-6.5,-0.4,-0.4,-6.9,9
49057,3513,2006,679,3414,257,1507,936,2466,271926,23,13,7.4,2.5,0.9,5.6,3.5,2
5000,35566,36473,18106,85120,4096,-907,22202,21328,3067732,33,11.6,11.9,5.9,1.3,-0.3,7.3,
50000,5072,6876,844,24942,1312,-1804,2156,354,647464,2,7.8,10.6,1.3,2,-2.8,3.3,
50001,289,373,153,3018,96,-84,249,165,37720,0,7.7,9.9,4.1,2.6,-2.2,6.6,6
50003,263,545,47,1459,77,-282,124,-160,37183,-2,7.1,14.6,1.3,2.1,-7.6,3.3,6
50005,239,397,175,1059,6,-158,181,23,30610,0,7.8,13,5.7,0.2,-5.2,5.9,9
50007,1334,1297,-789,9901,872,37,83,124,169481,4,7.9,7.7,-4.7,5.1,0.2,0.5,3
50009,56,89,46,50,0,-33,46,13,6010,0,9.3,14.8,7.7,0,-5.5,7.7,9
5001,186,305,-71,322,-1,-119,-72,-191,16307,0,11.3,18.6,-4.3,-0.1,-7.3,-4.4,6
50011,524,473,202,676,20,51,222,275,50994,2,10.3,9.3,4,0.4,1,4.4,3
50013,62,101,13,0,3,-39,16,-23,7467,0,8.3,13.5,1.7,0.4,-5.2,2.1,3
50015,208,251,-67,626,65,-43,-2,-43,26060,2,8,9.6,-2.6,2.5,-1.6,-0.1,8
50017,248,307,102,647,19,-59,121,63,29943,1,8.3,10.3,3.4,0.6,-2,4,9
50019,208,437,187,736,-4,-229,183,-46,27516,0,7.6,15.9,6.8,-0.1,-8.3,6.6,9
50021,444,790,261,1880,3,-346,264,-82,60271,0,7.4,13.1,4.3,0,-5.7,4.4,7
50023,443,609,157,2331,39,-166,196,27,60142,-3,7.4,10.1,2.6,0.6,-2.8,3.3,4
50025,336,529,229,1817,32,-193,261,67,45966,-1,7.3,11.5,5,0.7,-4.2,5.7,7
50027,418,678,128,742,84,-260,212,-49,58101,-1,7.2,11.7,2.2,1.4,-4.5,3.6,7
5003,199,315,36,154,-2,-116,34,-86,18262,-4,10.9,17.2,2,-0.1,-6.3,1.9,7
5005,349,801,843,522,-4,-452,839,390,42875,3,8.2,18.8,19.8,-0.1,-10.6,19.7,7
5007,3908,2211,5376,3030,1096,1697,6472,8191,311013,22,12.7,7.2,17.5,3.6,5.5,21.1,2
5009,406,526,376,445,-2,-120,374,250,38530,-4,10.6,13.7,9.8,-0.1,-3.1,9.7,7
5011,118,154,-24,218,-5,-36,-29,-64,10104,1,11.6,15.2,-2.4,-0.5,-3.6,-2.9,7
5013,51,88,-8,149,0,-37,-8,-46,4641,-1,10.9,18.9,-1.7,0,-7.9,-1.7,9
5015,326,371,104,230,36,-45,140,97,28814,2,11.3,12.9,3.6,1.3,-1.6,4.9,6
5017,88,173,-209,690,-1,-85,-210,-296,9538,-1,9.1,17.9,-21.6,-0.1,-8.8,-21.7,9
5019,239,289,40,2767,8,-50,48,-2,21274,0,11.2,13.6,1.9,0.4,-2.4,2.3,7
5021,157,242,17,151,-2,-85,15,-70,14201,0,11,17,1.2,-0.1,-6,1.1,9
5023,223,427,399,259,-3,-204,396,192,25445,0,8.8,16.8,15.7,-0.1,-8,15.6,6
5025,82,129,-41,72,1,-47,-40,-89,7378,-2,11,17.4,-5.5,0.1,-6.3,-5.4,8
5027,256,298,-114,1902,20,-42,-94,-136,22150,0,11.5,13.4,-5.1,0.9,-1.9,-4.2,7
5029,228,298,98,171,26,-70,124,56,21077,2,10.8,14.2,4.7,1.2,-3.3,5.9,6
5031,1540,1091,617,3181,61,449,678,1130,113993,3,13.6,9.6,5.4,0.5,4,6,3
5033,727,779,752,673,151,-52,903,850,61891,-1,11.8,12.7,12.2,2.5,-0.8,14.7,3
5035,570,620,106,586,32,-50,138,88,47139,0,12.1,13.2,2.3,0.7,-1.1,2.9,1
5037,183,265,-120,145,30,-82,-90,-170,16420,2,11.1,16.1,-7.3,1.8,-5,-5.5,6
5039,57,120,54,232,-1,-63,53,-11,6185,-1,9.2,19.4,8.7,-0.2,-10.2,8.6,8
5041,113,164,-235,42,9,-51,-226,-279,10479,-2,10.6,15.4,-22.1,0.8,-4.8,-21.3,9
5043,193,226,56,590,9,-33,65,33,16945,1,11.4,13.4,3.3,0.5,-1.9,3.8,7
5045,1468,1117,1892,5105,145,351,2037,2386,129951,-2,11.4,8.7,14.7,1.1,2.7,15.8,2
5047,188,258,270,277,0,-70,270,198,17468,-2,10.8,14.9,15.5,0,-4,15.5,8
5049,117,235,184,162,-1,-118,183,66,12421,1,9.4,19,14.9,-0.1,-9.5,14.8,9
5051,970,1535,295,1652,74,-565,369,-198,99784,-2,9.7,15.4,3,0.7,-5.7,3.7,3
5053,184,258,324,152,7,-74,331,254,18383,-3,10.1,14.1,17.7,0.4,-4.1,18.1,2
5055,526,562,361,849,6,-36,367,335,46743,4,11.3,12.1,7.8,0.1,-0.8,7.9,4
5057,214,281,-91,293,17,-67,-74,-138,19343,3,11,14.5,-4.7,0.9,-3.5,-3.8,6
5059,304,475,279,2577,-1,-171,278,109,33258,2,9.2,14.3,8.4,0,-5.2,8.4,6
5061,139,175,-58,172,4,-36,-54,-89,12533,1,11.1,13.9,-4.6,0.3,-2.9,-4.3,8
5063,474,487,78,1183,2,-13,80,66,38320,-1,12.4,12.7,2,0.1,-0.3,2.1,7
5065,113,238,266,1210,-2,-125,264,140,14169,1,8,16.9,18.9,-0.1,-8.9,18.7,9
5067,157,252,217,2498,7,-95,224,130,16784,1,9.4,15.1,13,0.4,-5.7,13.4,6
5069,723,916,-524,5488,83,-193,-441,-634,63661,0,11.3,14.3,-8.2,1.3,-3,-6.9,4
5071,296,334,177,541,20,-38,197,159,26129,0,11.4,12.8,6.8,0.8,-1.5,7.6,7
5073,42,106,3,59,28,-64,31,-34,6095,-1,6.9,17.3,0.5,4.6,-10.5,5.1,8
5075,192,239,164,549,9,-47,173,124,16318,-2,11.8,14.7,10.1,0.6,-2.9,10.6,6
5077,82,139,-118,1709,11,-57,-107,-166,8201,-2,9.9,16.8,-14.2,1.3,-6.9,-12.9,8
5079,100,170,59,4001,-2,-70,57,-12,12898,1,7.7,13.2,4.6,-0.2,-5.4,4.4,9
5081,95,194,41,174,-2,-99,39,-60,11805,0,8,16.4,3.5,-0.2,-8.4,3.3,3
5083,260,362,244,370,2,-102,246,142,21400,-2,12.2,17,11.4,0.1,-4.8,11.5,8
5085,886,789,606,720,43,97,649,745,75944,-1,11.7,10.4,8,0.6,1.3,8.6,2
5087,217,248,331,149,13,-31,344,312,17775,-1,12.3,14.1,18.8,0.7,-1.8,19.5,2
5089,137,301,392,159,-2,-164,390,225,17514,-1,7.9,17.3,22.5,-0.1,-9.4,22.4,9
5091,356,573,52,1511,-29,-217,23,-193,42415,1,8.4,13.5,1.2,-0.7,-5.1,0.5,3
5093,526,571,-173,840,17,-45,-156,-200,38663,1,13.6,14.7,-4.5,0.4,-1.2,-4,4
5095,86,134,-8,79,0,-48,-8,-56,6512,0,13.1,20.5,-1.2,0,-7.3,-1.2,9
5097,80,162,163,118,-1,-82,162,77,8620,-3,9.3,18.9,19,-0.1,-9.6,18.9,8
5099,75,121,-10,194,-2,-46,-12,-59,8120,-1,9.2,14.8,-1.2,-0.2,-5.6,-1.5,9
51000,95669,79980,-6985,235956,28117,15689,21132,36599,8715698,-222,11,9.2,-0.8,3.2,1.8,2.4,
51001,359,532,121,384,68,-173,189,16,33239,0,10.8,16,3.6,2,-5.2,5.7,9
51003,1047,916,299,7500,405,131,704,831,115676,-4,9.1,7.9,2.6,3.5,1.1,6.1,3
51005,79,301,102,285,1,-222,103,-120,14595,-1,5.4,20.5,7,0.1,-15.1,7,6
51007,123,219,203,94,6,-96,209,112,13480,-1,9.2,16.3,15.1,0.4,-7.2,15.6,1
51009,275,464,99,735,14,-189,113,-76,31396,0,8.7,14.8,3.1,0.4,-6,3.6,2
5101,67,123,26,65,0,-56,26,-30,7071,0,9.5,17.4,3.7,0,-7.9,3.7,9
51011,190,194,163,80,1,-4,164,161,16864,1,11.3,11.6,9.7,0.1,-0.2,9.8,2
51013,2601,974,-2979,2847,1838,1627,-1141,484,234162,-2,11.1,4.2,-12.7,7.9,7,-4.9,1
51015,521,886,641,2997,33,-365,674,308,78247,-1,6.7,11.3,8.2,0.4,-4.7,8.6,3
51017,43,75,22,57,1,-32,23,-10,4051,-1,10.6,18.5,5.4,0.2,-7.9,5.7,9
51019,644,970,1085,515,35,-326,1120,784,81525,-10,7.9,12,13.4,0.4,-4,13.8,2
51021,32,102,113,683,0,-70,113,41,6179,-2,5.2,16.6,18.3,0,-11.4,18.3,8
51023,263,456,214,384,9,-193,223,25,34125,-5,7.7,13.4,6.3,0.3,-5.7,6.5,2
51025,118,267,59,2007,9,-149,68,-82,15749,-1,7.5,16.9,3.7,0.6,-9.4,4.3,8
51027,181,379,-104,1286,5,-198,-99,-296,19087,1,9.4,19.7,-5.4,0.3,-10.3,-5.1,9
51029,133,222,77,2211,0,-89,77,-10,16978,2,7.8,13.1,4.5,0,-5.2,4.5,8
5103,247,370,-79,371,0,-123,-79,-201,21793,1,11.3,16.9,-3.6,0,-5.6,-3.6,7
51031,375,712,525,789,17,-337,542,205,55270,0,6.8,12.9,9.5,0.3,-6.1,9.8,2
51033,354,371,692,500,26,-17,718,700,32640,-1,11,11.5,21.4,0.8,-0.5,22.2,8
51035,269,502,344,163,10,-233,354,121,29239,0,9.2,17.2,11.8,0.3,-8,12.1,6
51036,37,114,120,0,0,-77,120,42,6610,-1,5.6,17.3,18.2,0,-11.7,18.2,1
51037,146,235,28,129,-2,-89,26,-64,11336,-1,12.8,20.7,2.5,-0.2,-7.8,2.3,8
51041,4144,2935,3635,5263,767,1209,4402,5586,383876,-25,10.9,7.7,9.5,2,3.2,11.6,1
51043,159,181,154,241,3,-22,157,135,15466,0,10.3,11.8,10,0.2,-1.4,10.2,1
51045,45,73,13,0,0,-28,13,-15,4843,0,9.3,15,2.7,0,-5.8,2.7,2
51047,664,529,438,1431,113,135,551,683,54973,-3,12.2,9.7,8,2.1,2.5,10.1,1
51049,84,131,167,21,9,-47,176,127,9878,-2,8.6,13.3,17,0.9,-4.8,17.9,8
5105,99,151,157,90,6,-52,163,111,10184,0,9.8,14.9,15.5,0.6,-5.1,16.1,2
51051,120,220,4,402,4,-100,8,-93,13640,-1,8.8,16.1,0.3,0.3,-7.3,0.6,9
51053,182,364,409,411,18,-182,427,244,28343,-1,6.4,12.9,14.5,0.6,-6.4,15.1,1
51057,113,183,35,75,3,-70,38,-32,10598,0,10.6,17.2,3.3,0.3,-6.6,3.6,8
51059,12496,5120,-13405,11560,8536,7376,-4869,2569,1141878,62,11,4.5,-11.8,7.5,6.5,-4.3,1
51061,742,662,350,399,68,80,418,488,75165,-10,9.9,8.8,4.7,0.9,1.1,5.6,1
51063,111,213,150,111,10,-102,160,56,15679,-2,7.1,13.6,9.6,0.6,-6.5,10.2,3
51065,259,285,371,1192,1,-26,372,345,28462,-1,9.2,10.1,13.1,0,-0.9,13.1,3
51067,509,739,669,1227,31,-230,700,470,55549,0,9.2,13.4,12.1,0.6,-4.2,12.7,2
51069,902,918,1113,1049,96,-16,1209,1186,95994,-7,9.5,9.6,11.7,1,-0.2,12.7,3
5107,208,278,-350,215,31,-70,-319,-389,14961,0,13.7,18.3,-23.1,2,-4.6,-21,7
51071,150,289,167,125,-1,-139,166,25,16457,-2,9.1,17.6,10.2,-0.1,-8.5,10.1,3
51073,369,474,614,303,1,-105,615,507,40057,-3,9.3,11.9,15.4,0,-2.6,15.5,1
51075,211,272,1097,920,4,-61,1101,1035,27197,-5,7.9,10.2,41.1,0.1,-2.3,41.3,1
51077,119,267,110,1095,1,-148,111,-40,15285,-3,7.8,17.4,7.2,0.1,-9.7,7.3,9
51079,237,230,270,159,7,7,277,286,21301,2,11.2,10.9,12.8,0.3,0.3,13.1,3
51081,96,158,-9,3291,-1,-62,-10,-71,11133,1,8.6,14.1,-0.8,-0.1,-5.6,-0.9,6
51083,332,592,70,623,2,-260,72,-188,33432,0,9.9,17.7,2.1,0.1,-7.8,2.1,6
51085,1066,1145,1346,2070,33,-79,1379,1288,114148,-12,9.4,10.1,11.9,0.3,-0.7,12.1,1
51087,3690,3111,-1760,4586,1386,579,-374,207,334760,2,11,9.3,-5.3,4.1,1.7,-1.1,1
51089,393,908,431,689,-1,-515,430,-93,49702,-8,7.9,18.3,8.7,0,-10.4,8.6,4
5109,113,170,105,221,2,-57,107,49,10208,-1,11.1,16.7,10.3,0.2,-5.6,10.5,9
51091,18,33,61,0,-1,-15,60,43,2339,-2,7.8,14.2,26.3,-0.4,-6.5,25.9,8
51093,408,459,564,199,65,-51,629,576,40711,-2,10.1,11.4,14,1.6,-1.3,15.6,1
51095,822,774,1003,1397,133,48,1136,1171,82654,-13,10,9.4,12.2,1.6,0.6,13.8,1
51097,47,102,60,0,0,-55,60,6,6720,1,7,15.2,8.9,0,-8.2,8.9,1
51099,321,204,511,202,21,117,532,650,28568,1,11.4,7.2,18.1,0.7,4.1,18.8,8
51101,245,221,470,70,9,24,479,501,19030,-2,13,11.8,25,0.5,1.3,25.5,1
51103,73,228,205,228,4,-155,209,53,10859,-1,6.7,21,18.9,0.4,-14.3,19.3,9
51105,173,385,106,1480,3,-212,109,-102,21745,1,7.9,17.7,4.9,0.1,-9.7,5,8
51107,4924,1620,-1762,1237,1962,3304,200,3555,436347,51,11.3,3.7,-4.1,4.5,7.6,0.5,1
51109,416,472,1018,99,44,-56,1062,1007,41037,1,10.3,11.6,25.1,1.1,-1.4,26.2,8
5111,292,398,15,313,35,-106,50,-56,22397,0,13,17.7,0.7,1.6,-4.7,2.2,3
51111,115,171,75,984,18,-56,93,36,12038,-1,9.6,14.2,6.2,1.5,-4.7,7.7,9
51113,128,172,139,242,26,-44,165,120,14128,-1,9.1,12.2,9.9,1.8,-3.1,11.7,8
51115,63,171,174,97,0,-108,174,64,8514,-2,7.4,20.2,20.5,0,-12.7,20.5,1
51117,301,540,295,910,64,-239,359,121,30648,1,9.8,17.7,9.6,2.1,-7.8,11.7,7
51119,90,206,56,373,32,-116,88,-28,10924,0,8.2,18.8,5.1,2.9,-10.6,8,8
51121,634,763,-623,10921,584,-129,-39,-160,98666,8,6.4,7.7,-6.3,5.9,-1.3,-0.4,3
51125,166,207,-22,68,22,-41,0,-42,14705,-1,11.3,14.1,-1.5,1.5,-2.8,0,3
51127,253,245,1172,591,1,8,1173,1182,26134,1,9.9,9.6,45.9,0,0.3,45.9,1
5113,202,316,208,96,11,-114,219,102,19436,-3,10.4,16.3,10.7,0.6,-5.9,11.3,7
51131,114,212,117,268,24,-98,141,43,12021,0,9.5,17.7,9.8,2,-8.2,11.8,8
51133,85,232,261,0,-2,-147,259,113,12391,1,6.9,18.8,21.2,-0.2,-11.9,21,9
51135,169,253,86,2338,11,-84,97,11,15566,-2,10.9,16.3,5.5,0.7,-5.4,6.2,8
51137,438,455,526,240,9,-17,535,519,38574,1,11.4,11.9,13.7,0.2,-0.4,14,6
51139,213,335,67,203,18,-122,85,-36,23741,1,9,14.1,2.8,0.8,-5.1,3.6,8
51141,160,345,94,351,-1,-185,93,-92,17509,0,9.1,19.7,5.4,-0.1,-10.5,5.3,8
51143,406,812,158,1293,-1,-406,157,-253,59571,-4,6.8,13.6,2.6,0,-6.8,2.6,4
51145,285,304,521,1069,20,-19,541,520,32105,-2,8.9,9.5,16.4,0.6,-0.6,17,1
51147,207,266,175,4417,33,-59,208,150,22049,1,9.4,12.1,8,1.5,-2.7,9.5,6
51149,369,363,-211,9253,54,6,-157,-150,42871,1,8.6,8.5,-4.9,1.3,0.1,-3.7,1
5115,729,682,478,2603,23,47,501,540,64593,-8,11.3,10.6,7.4,0.4,0.7,7.8,5
51153,6230,2324,-3991,2967,2658,3906,-1333,2628,489640,55,12.8,4.8,-8.2,5.4,8,-2.7,1
51155,296,536,206,1059,5,-240,211,-28,33655,1,8.8,15.9,6.1,0.1,-7.1,6.3,3
51157,35,94,24,4,-3,-59,21,-39,7414,-1,4.7,12.6,3.2,-0.4,-7.9,2.8,1
51159,93,128,80,1548,15,-35,95,58,9184,-2,10.2,14,8.7,1.6,-3.8,10.4,9
51161,700,1145,612,2151,110,-445,722,270,97026,-7,7.2,11.8,6.3,1.1,-4.6,7.5,2
51163,98,327,18,490,3,-229,21,-210,22358,-2,4.4,14.6,0.8,0.1,-10.2,0.9,6
51165,917,923,1012,2278,155,-6,1167,1154,86568,-7,10.7,10.7,11.8,1.8,-0.1,13.6,3
51167,265,436,209,311,3,-171,212,40,25477,-1,10.4,17.1,8.2,0.1,-6.7,8.3,8
51169,178,377,155,772,0,-199,155,-47,21433,-3,8.3,17.6,7.2,0,-9.3,7.2,2
5117,79,143,23,135,-1,-64,22,-41,8036,1,9.8,17.7,2.9,-0.1,-7.9,2.7,8
51171,472,588,328,451,81,-116,409,292,45228,-1,10.5,13,7.3,1.8,-2.6,9.1,6
51173,280,559,74,538,13,-279,87,-192,29216,0,9.6,19.1,2.5,0.4,-9.5,3,7
51175,108,257,227,1444,-1,-149,226,76,17975,-1,6,14.3,12.7,-0.1,-8.3,12.6,6
51177,1569,1112,2102,322,224,457,2326,2760,149588,-23,10.6,7.5,14.2,1.5,3.1,15.7,1
51179,1772,945,1029,3172,431,827,1460,2259,165428,-28,10.8,5.8,6.3,2.6,5,8.9,1
51181,68,106,105,0,-1,-38,104,66,6593,0,10.4,16.2,16,-0.2,-5.8,15.9,1
51183,85,178,212,2131,0,-93,212,117,10757,-2,7.9,16.6,19.8,0,-8.7,19.8,1
51185,242,731,31,1734,16,-489,47,-443,39120,-1,6.2,18.6,0.8,0.4,-12.4,1.2,7
51187,451,506,414,1130,82,-55,496,439,41843,-2,10.8,12.2,9.9,2,-1.3,11.9,1
5119,5002,4064,-804,9372,489,938,-315,622,400009,-1,12.5,10.2,-2,1.2,2.3,-0.8,2
51191,453,806,548,1958,6,-353,554,195,54050,-6,8.4,14.9,10.2,0.1,-6.5,10.3,2
51193,170,258,340,81,-5,-88,335,248,19013,1,9,13.7,18,-0.3,-4.7,17.7,8
51195,353,608,105,2639,-1,-255,104,-153,35174,-2,10,17.2,3,0,-7.2,3,7
51197,282,471,178,150,0,-189,178,-11,28104,0,10,16.8,6.3,0,-6.7,6.3,6
51199,604,588,-308,1031,79,16,-229,-212,70952,1,8.5,8.3,-4.3,1.1,0.2,-3.2,1
5121,246,265,41,338,32,-19,73,55,18907,1,13,14,2.2,1.7,-1,3.9,7
5123,269,329,-282,3436,42,-60,-240,-301,22101,-1,12.1,14.8,-12.7,1.9,-2.7,-10.8,6
5125,1414,1385,2050,1290,86,29,2136,2159,129574,-6,11,10.8,16,0.7,0.2,16.6,2
5127,122,178,107,130,1,-56,108,55,9851,3,12.4,18.1,10.9,0.1,-5.7,11,8
5129,74,154,-21,59,1,-80,-20,-100,7806,0,9.4,19.6,-2.7,0.1,-10.2,-2.5,9
5131,1604,1511,-286,2012,181,93,-105,-11,129098,1,12.4,11.7,-2.2,1.4,0.7,-0.8,3
5133,180,201,-91,110,5,-21,-86,-106,15632,1,11.5,12.8,-5.8,0.3,-1.3,-5.5,6
5135,180,302,254,179,0,-122,254,132,17968,0,10.1,16.9,14.2,0,-6.8,14.2,9
5137,126,220,188,136,-6,-94,182,86,12671,-2,10,17.4,14.9,-0.5,-7.4,14.4,9
5139,462,573,-358,618,53,-111,-305,-416,37397,0,12.3,15.2,-9.5,1.4,-3,-8.1,7
5141,140,298,189,61,7,-158,196,39,16142,1,8.7,18.5,11.7,0.4,-9.8,12.2,8
5143,3279,1869,2296,11102,1125,1410,3421,4867,261549,36,12.7,7.2,8.9,4.3,5.4,13.2,2
5145,902,990,886,2496,42,-88,928,836,78452,-4,11.6,12.7,11.4,0.5,-1.1,11.9,4
5147,70,102,-61,108,0,-32,-61,-93,5964,0,11.6,17,-10.1,0,-5.3,-10.1,9
5149,254,277,-53,242,27,-23,-26,-47,20044,2,12.7,13.8,-2.6,1.3,-1.1,-1.3,9
51510,2284,902,-2570,1383,1428,1382,-1142,185,155230,-55,14.7,5.8,-16.6,9.2,8.9,-7.4,1
51520,185,302,-8,296,-6,-117,-14,-133,16807,-2,11,17.9,-0.5,-0.4,-6.9,-0.8,2
51530,79,109,33,568,-6,-30,27,-3,6566,0,12,16.6,5,-0.9,-4.6,4.1,6
51540,575,365,-694,2416,192,210,-502,-289,44983,3,12.7,8.1,-15.4,4.3,4.7,-11.1,3
51550,2985,2166,235,4009,379,819,614,1427,253886,-6,11.8,8.6,0.9,1.5,3.2,2.4,1
51570,271,308,147,194,7,-37,154,115,18393,-2,14.8,16.8,8,0.4,-2,8.4,1
51580,73,122,-43,77,4,-49,-39,-88,5545,0,13.1,21.8,-7.7,0.7,-8.8,-7,6
51590,435,854,212,1487,29,-419,241,-180,41837,-2,10.4,20.4,5.1,0.7,-10,5.7,4
51595,67,103,-36,196,2,-36,-34,-70,5463,0,12.2,18.7,-6.5,0.4,-6.5,-6.2,6
51600,595,300,-189,323,286,295,97,392,25144,0,23.8,12,-7.6,11.5,11.8,3.9,1
51610,173,166,140,177,50,7,190,196,14685,-1,11.9,11.4,9.6,3.4,0.5,13,1
51620,157,179,87,111,0,-22,87,65,8339,0,18.9,21.5,10.5,0,-2.6,10.5,6
51630,348,305,16,2322,221,43,237,280,28928,0,12.1,10.6,0.6,7.7,1.5,8.2,1
51640,120,169,68,276,-3,-49,65,15,6717,-1,17.9,25.2,10.1,-0.4,-7.3,9.7,6
51650,1637,1504,-1071,3534,180,133,-891,-760,137098,-2,11.9,10.9,-7.8,1.3,1,-6.5,1
51660,595,355,-736,7334,425,240,-311,-68,51082,3,11.6,6.9,-14.4,8.3,4.7,-6.1,3
51670,317,418,54,250,8,-101,62,-38,22752,1,13.9,18.4,2.4,0.4,-4.4,2.7,1
51678,121,69,-50,2711,21,52,-29,22,7528,-1,16.1,9.2,-6.7,2.8,6.9,-3.9,6
51680,1149,922,-44,10680,127,227,83,307,79535,-3,14.5,11.6,-0.6,1.6,2.9,1,2
51683,693,365,-697,67,394,328,-303,23,42696,-2,16.2,8.6,-16.3,9.2,7.7,-7.1,1
51685,70,85,-415,0,100,-15,-315,-332,16361,-2,4.2,5.1,-25.1,6.1,-0.9,-19.1,1
51690,260,298,61,488,43,-38,104,66,13763,0,18.9,21.7,4.4,3.1,-2.8,7.6,4
51700,2504,1768,-1977,8283,387,736,-1590,-862,183118,-8,13.6,9.6,-10.8,2.1,4,-8.7,1
51710,3102,2208,-3214,22087,727,894,-2487,-1628,230930,-35,13.4,9.5,-13.9,3.1,3.9,-10.7,1
