fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
38045,9,10,9,9,455,457,638,701,212,400,1013,1176,1128,1116,963,905,2367,1713,1231,814,409,232,5.2,10,12.3,17.5,23.2,27.6,34.74025974,36.53314917,30.8,33.8,31.26623377,31.25,33.6,24.7,13.27922078,8.011049724,12.4,13.9,20.71428571,24.2058011,24.7,29.5,57.8,42.9,503,700,851,910,1070,1058
38047,9,10,9,9,189,219,187,354,35,107,341,464,488,504,472,411,1773,1314,980,575,353,136,1.5,4.9,5.7,12.9,18.6,23.3,30.35099794,33.25925926,24,29.8,32.4845148,30.44444444,48.1,34,24.29456297,10.07407407,9.3,12.9,12.86992429,26.22222222,15,21.4,77.8,60.7,130,279,379,395,441,449
38049,9,8,3,4,430,552,621,777,188,392,1354,1431,1473,1462,1474,1263,2792,2220,1478,967,560,319,3.8,8.1,12.5,16.8,23.8,28.9,33.1570997,36.58602151,33.2,34.9,37.10976838,33.9516129,33.3,23.1,14.09869084,8.575268817,9.7,13.2,15.63444109,20.88709677,27.3,29.4,56.4,45.7,617,819,1058,1211,1317,1361
38051,9,12,9,9,283,255,408,338,142,210,468,564,549,667,641,729,2445,2080,1529,1050,559,230,4.3,6.4,7.8,13.2,21,23.6,26.87585266,34.75855131,18.4,25.9,29.14961346,36.67002012,51.2,40.7,25.42064575,11.5694165,9.5,9.9,18.55388813,17.00201207,14.1,17.2,73.8,63.3,260,433,626,608,591,691
38053,9,10,7,8,559,573,879,2035,142,382,897,1252,1252,1185,1147,2380,1797,1444,1072,763,484,683,4.3,9.9,13.7,20.3,26.6,30.8,42.33861705,42.89234905,31.9,32.5,26.34964392,26.66069228,27.3,20.9,11.11876867,7.650946567,14.2,15.7,20.19297037,22.7960121,27.3,32.4,54.7,37.4,450,784,1046,1123,1843,3829
38055,8,7,8,6,822,1001,1181,1707,364,825,1578,2300,1879,2043,2263,2235,3537,2890,2189,1389,680,458,5.8,11.2,13.1,18.1,29,33,39.20990566,38.4787472,27.3,30.9,33.35790094,31.25,31.8,21,10.02358491,6.403803132,11.9,15.1,17.40860849,23.86744966,25,31.3,56.1,39.4,823,1329,2002,2187,2660,2752
38057,7,11,8,6,690,831,1217,1338,124,566,612,1492,1739,1792,1833,1482,2558,2263,1776,1212,715,568,3.5,10.7,6.7,18.7,31.9,33.7,38.75061005,42.85714286,28.2,31,29.81942411,24.99578344,28.8,21,11.63169026,9.580030359,11.2,14.4,19.79827558,22.56704335,17.3,28.1,72.5,42.6,235,993,1968,1945,2382,2541
38059,3,2,3,4,2036,2812,4523,6746,638,1586,2390,4386,4395,5277,5664,6623,6125,5472,4363,3270,2004,1275,6.2,11.5,10.8,16.7,26.9,31.2,35.02638171,36.49058895,29.8,31.9,30.1870703,28.72321971,29.6,19.8,10.68059479,5.529534218,13.8,17,24.10595321,29.25665713,23.3,31.9,59.7,39.8,1112,2299,3969,5161,6572,8414
38061,9,10,8,6,579,673,947,1363,210,446,1358,1508,1324,1274,1487,1949,2503,1750,1213,954,565,695,4.5,9.7,12.1,19,30.6,32.7,41.10369207,34.24680013,29.5,29.6,29.20267086,31.98227765,27,22.1,11.09583661,11.40466032,12.9,15.6,18.59780047,22.3662619,29.3,33,54,38.3,560,871,1374,1408,2093,2087
38063,8,7,8,6,341,481,492,636,147,315,945,1207,1026,849,697,622,2077,1365,979,513,278,152,4.1,8.9,12.3,18.5,26.7,33.1,38.1795196,37.58300133,32,30.8,29.37210282,27.53430722,30.6,18.6,11.71512853,6.728640992,10.6,17.5,20.73324905,28.15405046,26.2,34.1,57.5,38.5,443,654,856,910,906,849
38065,3,2,3,4,157,168,198,256,25,84,222,431,481,495,436,361,844,628,465,282,179,68,2.1,6.1,7.5,17,24.5,32.6,38.96396396,45.24380496,32.9,35.3,32.73273273,28.85691447,31.8,20.1,13.43843844,5.435651479,10.8,12,14.86486486,20.4636291,18.8,31.3,71.6,45.6,88,234,357,457,519,566
38067,9,12,9,9,808,969,1069,1127,310,748,1684,1963,1974,1885,1839,1581,3279,2520,1656,1192,627,400,5.1,11.7,13.8,18.5,27.8,31.5,34.17132216,36.76500509,32.1,31.9,34.24581006,32.16683622,26.9,20.2,11.67597765,8.138351984,13.1,16.4,19.90689013,22.92980671,27.5,30.6,53.6,39.3,843,1185,1712,1862,1835,1807
38069,7,9,9,9,466,486,428,786,203,297,735,936,933,988,1081,892,2012,1709,1185,770,522,173,5.9,8.2,14.2,18.5,25.7,32,36.8273717,34.26846591,26.8,29.9,33.62363919,31.67613636,34.1,23.3,16.23639191,6.143465909,13.4,14.7,13.3125972,27.91193182,21.4,25.9,58.5,47.3,488,670,893,1056,1184,965
38071,7,11,7,8,1354,1531,1727,2200,554,1003,2030,2386,2119,2047,2069,2230,3327,2578,2119,1614,1075,547,7.9,13.1,15.2,22.2,32.7,36.1,38.15388522,37.45916059,25.5,25.2,26.26968004,28.02211611,25.5,19.9,13.64906044,6.873586328,16.3,18.8,21.9273743,27.64513697,29.1,31.1,47.7,33.6,1059,1701,2713,2931,3005,2981
38073,8,7,8,6,451,642,654,824,223,446,1300,1441,1353,1449,1432,1212,2184,1590,1099,762,426,368,5.2,10.6,13,17.7,28.9,29.8,35.5732239,38.86063072,33.2,35.6,36.72736599,30.82400814,26.9,18.7,10.92587843,9.359104781,11.1,15.8,16.77353167,20.95625636,30.5,34.1,51.3,37.6,554,748,1178,1212,1387,1528
38075,9,8,3,4,209,301,308,346,107,226,679,732,717,616,526,520,1034,756,550,298,134,125,5,10.2,14.9,22.5,30.7,35.1,45.80067189,36.87898089,33.7,32.9,29.45128779,33.12101911,25.8,15.9,7.502799552,7.961783439,9.8,16.1,17.24524076,22.03821656,31.8,33.1,48.4,34.2,318,499,653,657,818,579
38077,6,5,6,5,1433,1668,2184,2682,661,1110,2262,3080,3045,3012,2952,2735,5023,3780,2658,1847,1044,545,7,10.8,15.9,22.5,35.3,40.6,41.53817047,44.46721311,27.6,27.4,27.92545644,25.47503726,24.1,16.8,9.876076057,5.076378539,13,15.2,20.66029704,24.98137109,23.9,29.9,53.2,36.7,1503,2319,3889,4464,4391,4774
38079,9,12,9,9,778,1091,1478,1181,358,562,1026,1397,1401,1970,1827,1862,3198,3005,2707,1949,1502,1146,7.2,9.6,7.8,15.1,26.6,32.4,39.29789115,41.23176207,21,26.6,23.07109484,26.12233446,40.6,26.3,18.96704129,16.07744108,11.7,14.7,18.66397272,16.5684624,20.7,23.9,64.4,51.4,386,882,1774,2396,3112,2939
38081,9,10,9,9,296,379,505,531,110,252,957,1210,1132,1051,1029,938,1845,1214,834,564,313,216,3.3,7.7,11.9,18.5,25.8,33.3,33.39343671,39.43206326,37.1,35.2,37.10782546,33.71675054,27.3,18.9,11.28741435,7.764198418,9.7,12.7,18.21132348,19.08698778,29,36.8,55.8,37,393,608,788,995,926,1097
38083,9,12,8,6,126,124,159,209,56,125,367,440,391,400,430,377,1334,998,780,412,153,95,2.9,6.9,8.7,13.2,16.1,26.9,30.58933583,34.01162791,25.3,31.3,40.22450889,36.53100775,50.5,32.2,14.31244153,9.205426357,8.2,9.7,14.87371375,20.25193798,19.1,24.4,69.3,55.4,168,237,248,344,327,351
38085,3,2,9,9,177,214,335,231,97,142,375,528,578,615,597,757,919,726,568,412,441,270,6.4,8.9,8.4,12.3,26.3,35.3,36.08007449,39.16827853,32.2,32,27.79329609,36.60541586,31.7,21.5,20.53072626,13.05609284,9.9,11.2,15.59590317,11.17021277,24.7,33.2,60.5,45.6,127,196,471,678,775,810
38087,9,12,9,9,61,86,129,141,34,75,211,185,176,196,195,209,364,242,167,94,83,54,4.7,11.3,15.3,24.5,30.9,30.1,28.47100176,34.73344103,30.1,36.4,34.27065026,33.7641357,28.5,17.5,14.58699473,8.723747981,10.4,16,22.67135325,22.77867528,29.3,27.8,50.6,36.4,110,163,181,162,162,215
38089,7,8,5,7,2074,3177,3857,5802,737,1754,2059,3656,4142,3955,5265,6457,5114,4464,3773,2870,1810,1882,8.2,14.5,11.9,18.7,28.7,29.8,33.25599853,33.78751697,29.6,27.8,32.14481959,30.23364705,26.9,20.1,11.0507357,8.812099078,14.8,22.3,23.54844618,27.1667369,22.9,30.1,57,36.8,1064,2264,4020,4250,5447,7216
38091,8,7,8,6,230,303,255,373,90,246,761,626,474,433,445,353,1007,677,471,213,160,69,4.2,12.6,14.3,20.5,30,37.9,40.4432133,36.95479778,28.2,28.3,30.81717452,27.99365583,28.1,13.9,11.08033241,5.47184774,13.7,19.8,17.65927978,29.57969865,35.1,32.1,46.5,34.8,309,399,503,580,584,466
38093,7,8,7,7,2426,2874,3449,3627,968,1957,3320,4789,4639,4959,5098,5552,7158,5125,3847,2770,1989,1074,7.4,13.8,12.2,16.4,24.9,27.5,27.45800055,30.95157923,31.9,33.9,35.10052327,37.38972321,26.5,18.9,13.6945745,7.23281029,16.7,19.7,23.74690168,24.42588727,25.5,33.7,54.9,36.1,1595,2323,3612,4015,3988,4596
38095,9,12,9,9,311,332,379,285,137,266,853,834,775,695,510,428,1355,949,687,372,149,158,5.2,10.4,11.1,19.6,27.6,32,37.43218807,42.20305242,31.6,33.8,30.74141049,28.40079628,28.1,18.1,8.981314045,10.4844061,12.7,16.1,22.8450874,18.91174519,32.3,32.7,51.4,37.2,293,501,676,658,621,636
38097,8,7,8,6,1000,1207,1529,1694,499,826,1418,1658,1535,1437,1494,1412,2624,2043,1322,901,508,342,9,14.3,17.6,21.7,31.8,36,35.68306011,36.46581905,27.2,25.9,27.21311475,26.01805786,23.4,16.3,9.253187614,6.301824212,17.7,21.8,27.85063752,31.21429888,25.7,28.7,47.6,35.3,973,1254,1795,1997,1959,1979
38099,6,6,8,6,1185,1133,1301,1423,469,826,2147,2787,2860,2736,2574,2519,5649,4429,2930,1995,1392,906,5,8.6,11.3,15.8,23.7,31.3,33.58971126,33.43402444,31.3,32.1,32.45492372,34.5873953,32,23.4,17.55138066,12.4399286,13,13.3,16.40398437,19.53865165,23,29.2,60.6,46.4,1054,1511,2167,2666,2664,2435
38101,5,8,3,4,6435,7956,10091,13180,3083,4882,9122,10791,10430,10397,10749,12765,10203,7587,5835,4546,2794,2186,11.4,16.2,16.9,22.8,33.1,36.3,38.50437136,36.68609754,30.8,28.9,27.9688801,28.72994081,17.2,12.6,7.269983347,4.919988296,19,22.1,26.2567652,29.66397335,33.8,35.8,37.8,25.2,4552,6875,11217,13058,14798,16300
38103,9,12,9,9,473,509,616,611,228,396,1211,1308,1199,1148,1126,1037,2513,1999,1535,1019,489,225,5.1,9,11,16,23.1,28,31.43822987,31.79169701,28.7,30.9,34.60356484,37.76402039,36.8,27.4,15.02765827,8.193736344,11.3,13.7,18.93054702,22.25054625,27.3,29.7,56.6,45.3,487,705,966,1039,1023,873
38105,7,8,5,7,1936,2155,3037,5854,561,1545,3299,4366,4198,4143,4528,8302,4656,3522,3132,2279,1701,2307,5.6,12.7,15.3,22.7,31.4,34.3,40.98840912,33.22652606,31.1,31.8,28.83709082,33.67268303,23.2,17.5,10.8330149,9.357128372,14.3,16.5,19.34148516,23.74366254,32.8,35.8,46.3,28.9,1542,2770,4248,4471,6436,8192
39000,,,,,1175336,1563532,1908439,2514129,528186,858963,2010237,2547330,2515987,2674551,2694883,2624935,2665837,2078014,1684888,1262085,910330,680554,9.3,13.7,8.7,12.8,22.4,25.8,28.54162182,28.35933084,36.3,36.1,34.92639154,32.31347829,24.3,17,11.79811591,8.377756746,17,21.1,24.73387073,30.94943412,35.3,40.5,46.8,33,496057,807360,1548553,1911572,2202241,2303726
39001,6,4,8,3,812,1286,2045,2677,317,734,2756,4908,6332,7899,8842,8489,7177,7102,6479,5574,4293,2787,3,5.4,4.6,6.4,12.5,17,20.9375,25.71869676,40.7,44.4,46.05208333,45.19271721,41.6,31.4,22.359375,14.8370954,5.2,7.2,10.65104167,14.25149063,25.7,36,66.8,52.1,493,878,1946,3016,4020,4831
39003,3,2,3,4,7856,9360,11436,13637,4042,6373,22765,29067,29347,29666,28622,27871,27480,20746,16431,12190,8051,5204,6.9,10,7.5,12,22.1,26.5,30.61969109,31.71758515,42.6,42.6,41.27716647,40.74111972,23.9,17.5,11.61073535,7.607074989,11.4,13.4,16.49240709,19.93422014,38.8,45.5,46.8,32.5,4379,7685,15259,18453,21232,21698
39005,4,3,6,2,3824,5302,6725,7929,2090,3277,9079,12063,13478,15673,14908,15602,9791,8113,7056,5553,4626,3252,9.2,12.4,7.8,11.2,17.2,20.4,25.02141511,25.4702805,45.8,47,42.56752898,43.41607302,24,16.7,13.20884016,9.049421193,13,15.9,19.20221575,22.06422529,39.9,45.7,43.1,30.7,1772,2963,5045,6811,8763,9153
39007,4,3,1,1,5719,7517,9055,10956,2918,4910,20973,28576,28950,31157,31681,28976,25537,20883,17636,13659,10693,8562,5.5,8.1,7,10.5,18.1,23,26.04400345,29.3090379,45.3,45.8,45.55795226,42.23906706,27.6,20.1,15.37676158,12.48104956,9,11.1,13.02128271,15.97084548,39.5,47.1,48.1,34.4,3706,6350,11545,15661,18111,20106
39009,4,3,4,2,7065,8113,9513,12880,3449,5629,7759,9888,9638,10790,10943,10825,9833,8878,7662,5384,3906,2974,14.8,20.3,9.7,11.9,19.3,23.1,27.44438157,26.61935803,31.9,34.2,32.59076153,29.77418379,25.4,17.1,11.63296304,8.179992849,23.4,25.7,28.33189386,35.42646533,33.3,35.7,42.2,32.1,2251,3280,5814,7276,9215,9678
39011,4,5,4,5,2717,4047,5065,6553,1043,2051,8454,11795,12983,14317,13853,13101,9407,7983,6516,4311,2788,2023,5.1,8.4,7.7,10.5,19.7,24.7,29.74040267,31.3410617,46.9,47.6,44.84042209,41.49562904,23.5,14.3,9.024406034,6.407576333,9.8,13.4,16.39476921,20.75573293,41.3,48.4,46,32.7,1568,2556,5460,7418,9188,9895
39013,3,2,3,4,4391,5523,7033,9057,1994,3801,16968,23663,22153,22984,22386,22186,26463,19010,13454,9497,6423,3847,4.2,7.5,4.9,8.8,17.8,23.4,29.40180031,27.47752403,45.5,46.3,44.09383679,45.85305363,27.7,19.1,12.65142114,7.950811202,9,11.1,13.85294176,18.71861114,35.5,46.4,55.4,37.3,2321,4507,8647,11612,14927,13295
39015,1,1,1,1,1614,2403,3139,4821,572,1256,4663,7183,8771,12324,14555,14026,8536,8412,7639,6860,5327,3738,3.9,7,5.1,6.7,17.2,20.7,23.67295514,26.08411062,40.3,45.3,48.25768376,45.90410735,35.1,25.2,17.66188124,12.23367698,7.4,8.8,10.40747986,15.77810506,32.1,39.8,58.8,46.6,744,1213,3745,5622,7140,7970
39017,1,1,1,1,33138,48659,62846,81803,9763,20100,36619,54624,61368,69581,80369,80506,59777,50338,42524,34702,27686,22174,8.5,14.1,7.3,12.4,22.6,26.2,27.18414336,26.63700063,34.7,33.6,34.2428516,32.014666,24,16.7,11.79618497,8.817891882,18.7,23.5,26.77682007,32.53044149,32,38.3,52.2,35.3,8405,17685,39959,54271,63802,66983
39019,2,2,2,4,1348,1775,2317,2703,499,908,4425,7099,8407,10322,9840,9273,6072,5501,4876,3874,3315,1970,4.3,6.2,5.8,8.4,14.6,17.9,23.80577169,27.60965481,49.1,53,48.45858367,48.13392162,28.5,19.9,16.32522407,10.22579808,7.9,9.1,11.41042057,14.03062549,37.9,48.1,52,37.3,682,1238,2493,3489,4834,5319
39021,6,3,6,2,2244,2709,4053,5219,778,1710,6863,9167,10836,12330,12266,11723,7846,7067,5666,4535,3277,2233,4.7,8.7,6.9,8.9,18.6,23.7,26.71652954,29.79790584,47.1,48.1,45.87135378,42.919382,24.6,17.7,12.25504862,8.175294721,9.7,10.6,15.15706806,19.10741744,41.2,46.6,47.2,35.9,1152,1743,4277,6070,7144,8139
39023,3,2,3,4,11446,14178,15810,17344,6008,9288,30241,37601,36131,37802,35060,35185,41310,30478,25028,17882,12973,10047,7.2,10.6,7.5,11.9,22.7,26.7,31.49304661,33.12386449,38.5,39.7,37.62125504,37.60286417,26.6,18.8,13.92072281,10.73741584,12.2,14.9,16.96497553,18.53585551,36.1,42.8,49.2,34.7,6327,10472,21345,25436,29349,30994
39025,1,1,1,1,13266,23557,33362,46021,2634,7259,14725,27385,33383,40139,46510,46715,27112,26921,24934,20377,15887,11942,5.5,10.4,7,11.6,21.9,25.9,27.08465,28.59666714,36.4,35.4,35.41487409,31.86540337,27.2,18,12.09709965,8.145919878,14.5,20.8,25.40337625,31.3920096,30.8,39.3,56.7,38.7,3326,8083,20030,29440,35570,41923
39027,6,3,6,2,2552,3627,3850,5667,1272,2134,6528,8563,9415,10837,12110,11388,7393,7104,5639,4339,3511,2373,7.7,10.8,8.6,10,19.9,26.9,29.53969747,31.24535513,42.9,42.1,43.82282695,40.30151821,25.7,16.9,12.70536296,8.3979191,11.6,14.1,13.93211261,20.05520756,39.3,43.3,44.5,35.9,1430,1975,4363,6917,8163,8829
39029,4,3,4,2,5998,8198,9848,11747,2914,5724,21822,29866,31675,36214,35320,32712,32157,24811,19810,14770,10511,7557,4.8,8.5,6.1,10.2,18.2,22.2,26.74779634,28.99518135,45.1,47.6,46.46757006,44.65375322,28.2,19.4,13.82844363,10.31573775,8.5,10.8,12.95618998,16.03532768,36,44.4,53,36.9,3724,6878,12766,16840,20331,21241
39031,6,3,7,7,1863,2366,2962,4227,965,1907,7549,10034,10968,12356,12278,10486,9200,7762,6559,5148,3601,3778,5.1,8.9,7.2,8.3,15.2,17.8,24.93924545,26.73640002,47.9,51.1,48.91438588,41.54681247,28.7,21.3,14.34604199,14.96889734,8.1,9.8,11.80032668,16.74789017,39.6,46.7,48.2,36.1,1370,1785,3488,4302,6260,6748
39033,4,3,4,2,2894,3035,3400,4558,1761,2227,11385,14209,14666,15499,14306,13556,12096,10130,8105,6216,4108,2793,6.4,7.6,7.6,9.8,17.1,21.1,27.98521013,28.88533624,47.4,49.4,47.22854973,46.11041192,26.2,19.8,13.56178403,9.50032314,9.3,9.7,11.22445611,15.50392871,41.7,48.2,44.3,34.4,2083,2901,5293,6629,8477,8492
39035,1,1,1,1,189818,235413,254611,318951,106925,145576,319677,340956,291883,281264,253759,241691,448233,307839,245297,171962,113365,77752,11.1,15.7,9.4,14.2,23,26.4,29.04115655,28.10967432,30.9,30,28.96160769,27.21711781,26,18.4,12.938389,8.755747395,20.1,25.1,29.05884676,35.91746048,33.1,36.8,46.4,33.3,91034,131428,216926,247509,254456,249617
39037,6,5,6,5,2991,3548,4098,5839,1297,2482,10320,15214,16077,17747,17642,16091,13406,11478,9037,6041,4615,3297,4.8,7.8,6.6,7.8,17.5,22.4,26.24877571,28.78556911,47.2,50.4,49.368966,45.42400632,26.5,17.2,12.91450958,9.307249322,8.8,10.1,11.46774871,16.48317525,38.5,48.1,50,36.3,1772,2478,5943,7870,9380,10197
39039,4,5,6,5,3043,3624,4277,5297,1271,2376,7170,9752,10752,11641,11221,10364,8277,7129,5660,3896,3122,2023,7,11,8.4,10.9,20.1,24.6,28.46715328,32.8396187,44.1,45.8,43.10795236,39.36044966,23.2,15.3,11.99385325,7.68295925,12.5,14.3,16.43104111,20.11697239,39.3,45.1,45.3,33,1540,2357,4907,6265,7410,8647
39041,1,1,1,1,11033,28978,56359,85499,2528,5635,8570,12975,14345,17617,23553,24196,8507,7628,6532,5048,4619,4311,11.5,18.6,10.8,13.2,23.7,26.9,25.24408363,22.61283338,34.3,24.9,20.82935371,16.42422227,15.6,7.1,4.084863278,2.926302785,26.4,41,49.84169939,58.03664157,39,42.9,38.7,25.2,2371,3980,9889,18974,28545,33313
39043,4,3,3,4,6910,9027,10983,15163,3207,5318,16123,20794,21054,22227,21778,18596,17375,14889,11907,8699,5888,4110,8,11.4,8.9,11.9,20.4,26.3,28.70372078,30.25838413,42,41,40.17414083,34.24740787,23.8,16,10.86166504,7.569200169,13.8,16.6,20.26047335,27.92500783,40,44.7,43.1,32,3602,5521,10241,14279,15560,16430
39045,1,1,1,1,10116,16660,24917,34987,2503,6279,16322,25399,26852,30695,34454,35961,17592,16425,13869,9911,7982,6557,6.3,11.5,8.2,11.5,22.1,28.4,30.23234133,29.31407152,41.1,38.4,35.68920333,32.79706695,21.2,12.4,8.268161054,5.980099775,15.5,20.8,25.81029429,31.90876175,41.2,46.7,44.4,30.2,3242,6269,14432,22682,29186,32142
39047,6,3,6,2,1513,2037,2608,2739,658,1189,5169,6871,7654,9019,8643,9453,7625,6955,6198,4032,3575,2816,4.6,7.3,6.4,7.8,13.9,20.4,24.01599016,24.15605417,42.9,47.6,44.29581796,47.77137659,34.7,21.3,18.32205822,14.23084698,8.5,10.7,13.36613366,13.84172226,36,42.2,53,42.7,922,1266,2489,3866,4686,4780
39049,1,1,1,1,159061,215180,270574,372415,61749,103940,149716,175932,173593,183287,193198,213006,165662,132548,113495,96422,77595,77881,14.5,21.2,11.4,15.9,25.3,26.8,27.98097645,25.24700645,29.1,27.1,25.70147665,24.00540952,19,14.3,10.3226021,8.77705463,26.6,31.8,35.99494479,41.9705294,35.2,35.9,38.9,27,48370,77965,151154,181429,210333,224023
39051,2,2,2,4,2458,3539,4771,5520,925,1961,7568,10271,11187,11838,11846,12394,7351,6506,5185,3965,3254,1536,5.4,9.3,7.5,11.1,21,28.1,30.35294942,33.62454356,46.9,44,41.51975045,42.29601065,21.7,14.7,11.40513827,5.241784118,10.3,13.2,16.72216186,18.83766167,44.2,48.7,42.9,30.9,1279,2336,5016,7545,8660,9853
39053,6,5,6,5,2130,2352,3171,3550,713,1529,3914,6606,7396,8424,8383,8300,8882,7829,7016,5306,3799,2607,5,8.8,5.8,8.6,15.5,20.4,26.13067744,27.09898644,37.8,41.7,40.3339107,41.85366346,35.8,26.3,18.27848345,13.14608441,10.9,11.6,15.25692841,17.9012657,27.3,37.8,62,44.8,828,1510,3044,4125,5431,5374
39055,1,1,1,1,13270,18795,21942,25723,4633,8696,11897,16793,15547,16634,17544,17592,12199,9866,9211,8099,5872,5832,14.5,20.5,10.3,16.5,25.9,26.5,28.10018229,26.01240478,30.3,28.1,27.81009749,26.48360582,18,13.7,9.308076405,8.779694698,25.9,31.7,34.78164381,38.7242947,37.1,39.7,38.1,23.3,3304,6969,13262,15688,17727,17279
39057,2,2,2,4,21804,28737,36516,47248,8996,15288,22768,28911,26406,26773,28048,26275,22949,17637,14763,11229,7803,6339,14.7,21.1,10.4,14.8,24.8,27.8,29.91157471,30.21374019,31.5,29,27.16487007,22.96003076,17.6,12.2,7.557311794,5.539243957,26,31.1,35.36624343,41.28698509,37.3,39.8,37.6,24.3,6330,10762,20784,25675,30884,34576
39059,6,5,6,5,2322,2690,3467,4135,1025,2061,7908,11011,11264,12400,12298,11144,11945,9703,7214,5786,4038,3856,4.6,8.2,6.1,8.9,17.4,22.2,27.53320891,28.96915253,44.7,46.2,45.00311048,41.36753406,28.6,21.6,14.77659458,14.31382011,9.2,10,12.68708603,15.3494933,35.6,44,53.7,38.8,1346,2224,4388,5963,7524,7804
39061,1,1,1,1,130654,159212,175399,231851,63472,95530,141484,166041,152594,151759,144516,142993,244457,179002,134227,94207,61938,42283,12.7,18.7,9.8,13.9,24.3,25.8,27.81443057,25.58917393,27.7,27.8,27.31933428,25.50836376,24.4,17.3,11.70877222,7.542817795,23.7,29.2,33.15746293,41.35964451,28.4,32.4,49.1,35,48726,71383,133758,140870,147135,143446
39063,4,5,4,5,7769,9932,12253,15283,3539,5461,13686,17446,17059,18637,18628,18361,12013,9005,7087,5308,4481,2618,10.8,14.7,10.7,14.2,23.1,26.1,28.92488895,29.45410684,41.1,40.6,37.44095833,35.72039998,17.1,11.6,9.006492071,5.093187036,18.7,21.7,24.62766064,29.73230614,41.8,46.9,36.7,24.2,3505,5284,9577,11994,14391,15140
39065,6,6,6,6,2160,2192,2727,3508,1174,1862,6203,8373,8422,9690,10051,8803,7394,6027,4842,3738,2606,1540,7.4,10.4,7.3,8.9,17,18.7,21.10769231,25.4601227,45.3,50.4,51.54358974,47.3738026,26,19.4,13.36410256,8.287590141,11.6,11.4,13.98461538,18.87848455,38.9,46.9,46.4,33.8,1169,1593,3165,3600,4116,4731
39067,6,6,8,6,750,1004,881,1355,384,595,3700,5215,5105,5509,5532,5125,5226,4311,3244,2266,1704,1063,3.9,5.5,5.1,7.2,15.2,20.9,27.81680747,27.73519831,47.6,49.6,49.19519787,49.09944434,30.2,20.4,15.15340151,10.18394328,7,9,7.834593153,12.98141406,37.7,47.8,53.3,39.5,504,784,1627,2318,3128,2895
39069,6,6,6,6,1882,2082,2532,3568,784,1270,5936,7747,8591,9402,8855,7975,6802,5648,4482,3103,1866,1416,5.4,7.8,6.7,9.7,18,22.5,30.35001051,32.19443282,47.1,49.9,46.53668278,41.72771034,24.6,16.5,9.806600799,7.408957723,10.3,11.1,13.30670591,18.66889912,41,47.7,47,34.8,965,1568,3290,4246,5775,6153
39071,6,4,6,3,1876,2550,3213,4626,685,1350,5986,8514,9570,11822,12356,11964,8837,8456,7637,6238,5357,3898,4.1,6.8,6.3,7.7,16.2,21.8,27.83640251,30.89584458,42,44.8,42.60983516,40.35348084,33.5,23.7,18.47368784,13.14759849,8.2,9.7,11.08007449,15.60307609,36.2,42.9,53.4,42.6,1044,1528,3701,5762,8072,9160
39073,1,1,1,1,1333,1838,2576,2848,575,1010,3918,6446,6979,8650,8859,8356,6124,5560,5263,4119,2813,2361,5.1,7.2,5.1,7.8,17.1,22,29.27979352,31.62457785,42.6,46.2,43.97180722,42.11905842,32.2,22,13.96237653,11.90080145,8.1,9.8,12.78602273,14.35556228,35,45.7,54.7,39.4,573,1101,2793,4113,5899,6274
39075,7,9,9,9,1170,1736,1974,2896,328,998,2965,4508,5284,6762,7728,8754,7482,8526,9439,10185,10607,11353,2.9,6.7,4.3,5.7,10.6,11.1,14.72181398,12.98937096,29.7,32.2,32.45013647,33.11268298,53.1,48.5,44.53915599,42.94360177,6.6,8.3,8.288893554,10.95434429,26.3,30.3,66.4,57.3,487,855,1887,2333,3506,3434
