fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
18171,8,7,3,4,507,790,829,1041,198,437,1927,2509,2499,2640,2409,2568,2437,1851,1534,846,1063,482,4.1,8.3,6,9.3,16,24.3,27.16342083,32.26821192,46.3,46.7,40.79593565,42.51655629,28.4,15,18.00169348,7.98013245,9.4,14,14.03895004,17.23509934,39.7,47.4,50.2,35,290,494,863,1372,1604,1949
18173,2,2,2,4,4587,7534,10771,15894,976,3189,5897,10252,10655,11628,13115,12924,6969,6742,5638,4728,3207,2017,6.4,13.6,8.6,14,26.4,30.9,32.61788699,31.12421542,37.6,33.6,32.61788699,28.86819004,19.9,13.7,7.976024672,4.505349684,16.2,21.8,26.78820135,35.50224486,38.9,43.7,46,28.7,1303,3297,7488,10681,13115,13934
18175,1,1,1,1,1023,1806,2184,2715,405,744,3222,4890,6317,7783,8444,8424,6280,5996,5071,4380,3714,2343,3.8,6,5.9,6.9,17.2,20.8,24.07221134,31.37185034,42.1,44.1,44.70326645,42.88114024,33.8,24.8,19.66223728,11.92669891,6.8,10.2,11.56228493,13.82031051,30.6,39.1,59.6,48,626,866,2578,3679,4547,6163
18177,5,8,5,7,5288,6501,7951,9160,3322,4547,15653,19021,18411,18692,18101,16620,21269,16313,13401,10353,7969,5281,7.6,10.1,7.8,11.4,20.4,24.9,26.87272962,31.44931694,39.5,39.5,38.90763708,36.67983492,28.8,21.9,17.12916192,11.65500651,11.3,13.7,17.09047138,20.21584163,35.9,42.2,48.7,36.2,3406,5140,9503,11776,12502,14250
18179,2,2,2,4,1981,2536,2906,3597,799,1301,5445,7098,7537,8260,7959,8384,5479,4531,3443,2254,1804,1276,6.2,8.9,8.5,11.5,21,26.5,32.16064257,30.48972315,46,46.5,42.6184739,43.95973154,21,12.7,9.659973226,6.690436242,12.1,14.3,15.56091031,18.86010906,42.5,48.6,42.8,31,1089,1677,3435,4717,6006,5815
18181,6,6,6,5,1642,1761,2494,3111,599,1219,5169,6885,7301,8021,7542,6997,5249,4770,3383,3015,1899,1648,5,8.5,7.7,10,19.4,24,29.44549539,30.78191239,47.7,47.7,44.58500828,41.19759774,22.1,17.9,11.22605817,9.703250118,10.7,10.5,14.74343817,18.31723976,43.3,48.1,44,33.3,918,1436,2966,4032,4981,5228
18183,2,2,2,4,1521,2652,3596,5450,680,1089,5714,7913,7822,9077,9517,8731,5138,4338,3669,2762,2109,1892,5.5,7.2,7.5,11.7,25.1,27.5,32.280452,32.83045677,45,45.4,42.33917608,36.48710769,21.1,13.8,9.382507341,7.906724059,8.8,13.3,15.99786458,22.77571148,45.8,52.4,41.2,28.7,932,1762,4357,5504,7256,7856
19000,,,,,299392,402090,509944,660619,140119,237055,596649,729369,684368,683942,666739,649969,632366,483956,353800,263436,187633,145119,9.1,13.9,11.1,14.7,24.7,28.8,32.24591024,31.99143555,38.5,36.1,33.11131296,30.36562895,19.9,13.9,9.318151457,6.779753662,16.9,21.2,25.32462534,30.86318183,38.7,42.9,41,28.5,171454,249722,439238,546388,649313,684769
19001,8,7,8,6,566,638,847,1052,398,531,2392,2809,2622,2754,2308,2130,2568,1896,1298,695,499,287,6.7,8.8,9.3,13.2,22.2,28.2,33.07692308,34.0117938,45.4,48.4,42.27106227,40.51740536,22.5,12.2,9.139194139,5.459387483,9.8,11.2,15.51282051,20.01141335,40.5,46.6,43.5,31.4,549,797,1283,1608,1806,1788
19003,9,12,9,9,322,376,467,649,244,365,1444,1684,1542,1297,1204,913,1862,1106,788,484,268,197,6.2,9.9,10,14.4,22.9,31.1,33.68673051,33.69770072,44.9,41.4,41.17647059,34.41387109,22.9,15.5,9.165526676,7.425555974,9.4,12,15.97127223,24.46287222,36.6,45.7,47.2,30,394,532,786,974,985,894
19005,6,6,8,6,820,1437,1380,1920,373,839,3110,3851,4380,4405,4417,3987,4240,3347,2216,1846,1141,721,4.5,9.4,7.8,9.9,19.3,22.7,30.70315621,31.45811789,47.7,44.3,44.11705953,41.23061013,24.1,18.6,11.39632441,7.456049638,8.9,14.4,13.78345985,19.85522234,37.1,43.2,50.6,37.5,657,886,1769,2258,3074,3042
19007,7,9,7,8,1060,1146,1517,1701,485,877,3150,3791,3603,3871,3583,3225,4866,3655,2578,1744,1160,907,5.3,9.1,7.2,13.5,21.7,28.1,30.67552602,33.67822626,39,41.2,39.67884828,36.66856168,27.9,18.6,12.84606866,10.31267766,11.5,12.2,16.79955703,19.34053439,34.4,39.4,53.1,38,661,1299,2003,2640,2770,2962
19009,8,7,9,9,494,578,702,833,238,484,2026,2294,2163,2106,1839,1464,3002,1972,1431,822,493,322,4.2,9,6.1,11.8,19.2,25.5,31.07678328,35.15721713,42.8,44.8,41.77646524,36.24659569,28.3,17.5,11.19945479,7.972270364,9.8,12.3,15.94729668,20.62391681,36.1,42.6,53.5,36.6,343,635,970,1198,1368,1420
19011,2,2,2,4,1402,2311,3243,4475,717,1195,5226,6645,6551,7183,6802,5959,5664,4437,3176,2019,1285,951,5.6,8.6,9.8,12.1,23.5,30.5,36.03568001,36.57381616,45,43.4,38.40117428,33.19777159,21.8,12.2,7.254558799,5.298050139,9.6,13.9,18.30858691,24.93036212,40.6,47.6,44,31.8,1267,1686,3418,5054,6383,6565
19013,3,2,3,4,13061,18018,20900,25043,6715,11708,26715,32968,29945,27534,27457,25585,25090,19811,14811,10621,8596,5607,10.1,15.4,12.4,15,23.3,28.4,30.45097632,32.32607675,39.7,35.1,33.52953388,30.78931851,19.6,13.5,10.49713637,6.747536012,17.3,23,25.52235343,30.13706873,40,43.4,37.6,26.1,8253,11389,17584,22228,24936,26862
19015,6,5,3,4,2345,3293,3652,5489,964,1978,6130,7166,6953,6697,6393,6020,6623,4803,3279,1928,1410,816,6.2,12.1,11.5,14.5,26.3,32,36.57253599,35.47796042,40.7,38.2,35.3986711,31.5150246,19.2,11,7.80730897,4.271804,13.7,18.8,20.22148394,28.73521097,39.6,43.9,42.7,29.4,1781,2374,4498,5611,6605,6777
19017,3,2,3,4,2174,3188,4339,5839,1063,1943,4408,6156,5939,5585,5600,5056,5089,4010,3089,1828,1000,686,8.9,13.9,12.1,13.5,22.2,28.5,30.73074975,30.13392857,41.3,37.6,35.46099291,30.5019305,21.5,12.3,6.332320162,4.138513514,15.1,21.5,27.47593718,35.22562741,36.7,44,42.4,28.6,1448,1891,3188,4234,4853,4995
19019,6,6,6,6,1443,1696,2461,3096,699,1166,4794,6173,6088,5839,5905,5008,4760,3721,2791,2057,1252,744,6.2,9.3,9.7,11.8,20.2,28.3,30.31949576,36.21224137,47.1,43.6,42.78055495,36.10410208,21.6,15.4,9.070491922,5.363708456,11.2,12.7,17.82945736,22.31994809,42.2,49.2,41.9,29.7,1107,1482,2605,3791,4185,5023
19021,7,8,7,7,1905,2382,2657,2885,1027,1819,4810,5406,5042,4607,3799,4151,4377,3197,2246,2378,2909,2543,8.7,14.6,13.1,16.6,26.6,26.5,26.57781262,26.72123623,40.2,36.2,29.78439828,31.75489596,17.9,18.7,22.80674245,19.45379437,15.2,18.7,20.83104665,22.07007344,40.9,43.3,37.2,25.6,1540,2069,3335,3369,3390,3493
19023,8,7,8,6,994,1308,1622,2069,456,779,3450,4694,4403,4376,4542,3738,4985,3979,2980,1885,1060,651,4.6,7.2,9.4,12.1,20.7,28.3,31.00286533,36.19837977,41.7,41.4,43.38108883,36.92946058,28.2,17.8,10.12416428,6.43153527,9.4,12.4,15.49188157,20.44062438,35.2,43.7,50.8,37,920,1301,2190,2994,3246,3664
19025,9,10,9,9,932,1212,1388,1518,627,827,3319,3719,3459,3002,2756,2512,3740,2750,1694,1149,630,444,7.3,9.6,11,15,24.3,31.9,34.45008925,36.64684225,43,38.1,37.84154881,35.57065987,21.1,14.6,8.650281477,6.287170773,11.6,15.4,19.05808046,21.4953271,38.4,43.3,43.3,32,951,1290,1952,2514,2509,2588
19027,7,11,7,7,1527,2247,2498,3287,739,1247,4062,5444,5587,5597,5942,5422,6259,4775,3442,2299,1338,700,6.1,9.6,9,11.7,22,27.9,30.9609546,33.02726173,41.3,39.8,41.95438819,38.5934942,25.4,16.3,9.447151027,4.982561036,11.3,16,17.63750618,23.39668304,33.4,41.9,51.5,36.8,1090,1513,2981,3931,4385,4640
19029,6,6,6,6,1301,1713,1606,1985,866,1053,4159,5103,4577,4159,4344,3450,4229,3134,2003,1454,733,643,8.4,9.9,10.6,12.8,24.1,28.8,31.42827827,33.96349413,44.1,40.4,44.57213216,37.48370274,19.3,14.1,7.52103427,6.986093003,12.5,16.6,16.4785553,21.56671013,40.2,47.9,40.8,29.4,1103,1361,2502,2970,3063,3126
19031,6,6,8,6,1474,1998,2532,2842,695,1192,3942,5069,4922,5152,5135,5424,4362,3360,2387,1507,1073,560,6.8,10.6,11.5,14.4,24,29.6,31.90494741,33.29302396,42.6,41.9,40.0077912,40.99463381,20.7,12.3,8.359953253,4.232484317,12.8,16.3,19.72730814,21.47985791,38.8,45.1,42.9,29.9,1169,1622,2774,3634,4095,4405
19033,5,8,5,7,4803,6325,6526,7434,2680,4104,10478,11952,10799,10385,9790,10989,10629,8172,5797,3975,2507,1693,9.7,13.8,14,18.4,30.9,33.7,39.40574298,34.34082972,34.8,33.3,31.51558074,35.86839443,18.7,12.7,8.07043523,5.525997976,15.5,20.3,21.00824105,24.26477788,37.9,40.2,38.4,27.5,3881,5477,9589,10530,12241,10521
19035,6,6,9,8,1015,1352,1644,1801,766,1169,4109,4772,4351,3805,3378,3286,3672,2579,1761,1117,668,577,7.9,11.7,12,14.6,24.4,29.6,33.88333721,31.97213548,46.2,42.7,39.25168487,39.46673072,18.7,12.5,7.762026493,6.930098487,10.8,15.2,19.10295143,21.63103531,42.3,47.8,37.8,25.8,1160,1458,2298,2644,2916,2662
19037,6,6,8,6,859,1075,1285,1562,333,745,3065,4161,4045,3981,3952,3468,4016,2882,2157,1456,946,557,4.1,8.5,8.6,11.1,18.9,26,28.34627419,31.73264907,46.5,45.3,45.79904972,42.37536657,24.8,16.6,10.96303164,6.805962854,9.9,12.2,14.89164445,19.08602151,37.8,47.5,49.5,32.9,701,972,1643,2285,2446,2597
19039,6,6,6,6,491,732,813,1028,204,420,1983,2495,2629,2613,2843,2755,2206,1770,1243,945,708,892,4.3,7.9,7.7,12,21.5,29.3,30.93843963,27.15799314,47.3,43,44.99129609,42.92614522,22.4,15.6,11.20430448,13.89841072,8.8,12.1,12.8659598,16.01745092,41.7,46.9,46.4,33.3,366,637,1198,1780,1955,1743
19041,7,8,7,7,1661,1903,2181,2965,927,1477,4580,5446,4727,4306,4374,3723,3616,2842,1743,1404,827,581,8.9,12.8,12.3,15.7,29.1,34.9,36.79794521,36.16404672,41.2,36.8,37.44863014,32.69517871,15.2,12,7.080479452,5.102309651,14.5,16.3,18.67294521,26.03846492,44,47,34.7,24.5,1285,1817,3339,4079,4298,4118
19043,8,7,8,6,1123,1627,1952,1923,468,1100,4055,5423,5878,5811,6058,5356,6361,4699,3173,2221,1087,1123,4,8.8,7.9,10.5,18.4,24.2,28.31363278,31.22134905,47.2,45.6,47.73837667,43.84413883,25.5,17.4,8.565799842,9.192861821,9,12.8,15.3821907,15.74165029,34.3,43.3,53.8,37.5,929,1313,2289,3084,3593,3814
19045,4,5,4,5,4307,4769,5818,7122,2456,3615,12467,15129,13411,13776,12538,11668,12825,9819,7547,4773,3534,2364,7.9,10.8,10.3,14.6,24.3,29.7,34.81627062,34.35938809,40.2,41.5,37.33547734,36.20566606,22.6,14.4,10.52349473,7.335464052,12.9,14.4,17.32475731,22.0994818,40.3,45.2,41.5,29.4,3171,4882,8098,9840,11692,11073
19047,7,11,7,8,1070,1367,1459,1941,602,941,3876,5138,4908,4739,4290,3790,4989,3879,2988,2376,2490,1701,5.8,8.6,8.2,9.3,17.6,23.4,26.13412229,30.06492895,45.1,42.8,38.46153846,35.66387504,27.5,21.5,22.32383002,16.0063988,9.8,12.4,13.08050923,18.26479721,37.6,46.8,48.4,35.3,843,1019,1912,2586,2915,3195
19049,2,2,2,4,3156,7089,18301,35393,1017,2352,6668,8592,7906,8662,9798,12355,5456,4304,3184,2770,2517,2687,6.9,13.3,11,13.9,26.5,30.1,29.58439707,26.43240562,40.8,32.7,22.5350169,18.02176323,16.4,10.5,5.789001587,3.919423537,16.3,26.8,42.09158444,51.62640761,45.1,48.5,36.9,24.3,1631,2456,5142,7962,12863,18121
19051,9,8,9,9,569,636,891,1006,281,394,1665,2453,2228,2309,1962,1819,2596,1995,1531,1177,919,1124,5.6,7.2,9.6,11.8,20.5,26.1,31.83953741,30.81639804,40.9,41.4,35.45355981,31.86755431,28.1,21.1,16.60643296,19.69166083,10.5,11.4,16.10046982,17.62438683,33.1,44.7,51.7,36.3,483,647,1116,1456,1762,1759
19053,9,12,9,9,642,800,987,1157,422,787,1871,2271,2148,2192,2000,1790,2713,2026,1475,966,751,523,7.7,13.8,8.9,10.7,18.5,25.1,28.75929102,27.23841476,41.1,41.5,38.11701925,37.53407423,28.2,18.3,14.31294073,10.96665968,12.3,15.1,18.810749,24.26085133,34,39.9,49.4,35.6,489,608,965,1325,1509,1299
19055,6,6,8,6,1232,1535,1837,2404,522,834,3851,4814,5298,5567,5423,5307,4424,3504,2422,1755,1200,953,5.5,8.1,8.1,10.7,19.7,24.8,30.08264463,28.86115445,47.5,47.2,44.81818182,43.57500616,21.7,14.9,9.917355372,7.824944577,11,13,15.18181818,19.73889482,40.2,47,46.2,34.2,773,1100,2202,2927,3640,3515
19057,5,8,5,7,3580,4535,5455,6425,2042,3230,10599,12490,11226,11173,9983,9773,10900,8211,5934,4035,2531,1627,7.7,11.5,11.1,14.6,26.2,30.5,35.64342251,33.87126693,39.9,39.3,35.75445006,36.25672417,21.1,14.2,9.064861574,6.035985902,12.7,16,19.53726586,23.836023,40,44.6,41.2,29.3,2939,4082,7366,8682,9952,9130
19059,7,8,7,7,1843,2504,3414,4305,532,1358,3116,4421,4103,4136,3933,3640,2963,2498,1670,1267,826,358,7,13.7,12.4,16.7,27.6,32.6,35.14006825,37.68387872,39,35.3,31.21180859,27.31912339,15.9,10.8,6.555035315,2.686880817,17.5,21.3,27.09308785,32.31011708,41.3,44.5,39.2,25.1,940,1664,2897,3823,4428,5021
19061,3,2,3,4,9004,12209,16301,21875,4422,7565,15311,21553,22405,22999,22585,21649,19857,15846,11950,8454,5619,3944,10.1,15,9.4,10.9,19.2,23.7,27.97378217,28.68496567,41.7,40.2,36.55122188,32.52505221,22.3,14.8,9.093704483,5.925391746,16.8,21.3,26.38129147,32.86459038,35,42.7,45.4,31.4,4128,5490,10330,13574,17285,19093
19063,7,9,7,8,818,947,1117,1032,495,841,2816,3133,2952,2616,2365,2272,3289,2361,1616,1295,881,813,6.5,10.8,13.3,19,27.6,33.1,36.70390251,37.55498256,39.7,36,34.31016974,34.46079175,21.7,17.8,12.78108226,12.33126043,11,13,16.2048455,15.65296527,37,40.1,43.2,30.2,1014,1484,2056,2407,2530,2476
19065,6,6,6,6,1696,2018,2533,2467,960,1691,5783,6723,6308,6396,5816,5911,6569,4826,3358,2231,1601,891,6.5,11.3,9.8,11.8,20.8,27.2,29.33740501,31.65966232,44,43.7,41.30388467,43.58180344,23.4,15.2,11.36993111,6.569343066,11.8,13.8,17.98877921,18.18919118,39.2,44.8,44.5,32.2,1445,1768,2989,3987,4131,4294
19067,7,9,7,8,1388,1691,1823,2005,833,1371,4864,5417,4899,4681,4707,4648,4554,3518,2385,1615,1032,576,7.2,11.5,10.9,13.4,23.7,30.3,32.64451768,33.3056555,43.1,40.9,41.92571479,42.8821847,21,14.1,9.192126125,5.314143371,12.2,14.8,16.2376414,18.49801642,42.3,45.5,39.6,29.6,1258,1590,2699,3464,3665,3610
19069,7,9,9,9,956,1068,1136,1242,435,845,2917,3485,3042,2844,2648,2575,3704,2580,1601,1178,1189,570,5.4,10.2,12.6,16.4,28.1,30.9,33.10465429,35.59894304,39.1,38.6,35.62012376,37.80093952,20.6,16,15.99408125,8.367586612,12.3,14.5,15.2811407,18.23253083,36.1,42.2,45.9,31.2,1017,1352,2184,2272,2461,2425
19071,8,6,8,6,631,776,969,995,427,626,2251,2796,2334,2356,2201,1656,2377,1852,1245,831,478,237,7.4,10.5,11.9,11.9,24.7,28.7,29.84615385,38.61849097,41.8,42.4,42.32692308,35.19659936,22.3,15,9.192307692,5.037194474,11.3,14,18.63461538,21.1477152,39.3,46.7,41.4,30.9,680,711,1379,1594,1552,1817
19073,6,6,8,6,956,1031,1114,1234,534,829,3111,3516,3096,2980,2273,1989,3097,2187,1315,1016,815,436,7,10.8,11.6,14.7,23.2,28.7,35.94512195,41.28690629,44.3,42.3,34.64939024,31.91591784,18.8,14.4,12.42378049,6.996148909,13.7,14.6,16.98170732,19.80102696,40.8,45.9,40.6,28.6,883,1123,1623,2021,2358,2573
19075,3,2,3,4,1014,1457,1838,2121,543,883,3195,4028,3561,3239,3059,2969,3575,2635,1691,1141,629,240,6.6,10,11.6,14.9,24.1,31,36.07865818,37.94388171,43.1,38.3,35.38461538,34.56747002,20.5,13.5,7.275882013,2.794271743,12.3,17.2,21.26084442,24.69437653,38.6,45.4,43.2,29.7,964,1319,1993,2628,3119,3259
19077,2,2,2,4,745,1187,1436,1864,340,558,3034,3744,3474,3583,2978,2530,3641,2644,1662,1163,659,392,4.5,7.2,6.8,10.6,22.1,25.6,34.81947835,37.6904049,46,44.9,38.26288064,32.93841948,22,14.6,8.467172042,5.103502148,9.9,14.9,18.45046897,24.26767348,40.3,48.2,48.4,34,513,821,1668,2043,2710,2895
19079,6,6,6,6,1395,1944,1799,2298,776,1237,4444,5047,4402,4481,4081,3339,4040,2992,2241,1405,1139,778,7.3,11.2,12.8,15.9,26.5,29.4,34.87660048,38.67112811,40.3,40.4,37.86416775,31.92160612,20.5,12.7,10.56782334,7.437858509,12.8,17.5,16.69140842,21.96940727,41.8,45.8,38,27.1,1364,1754,2892,3264,3759,4045
19081,7,9,9,9,850,1248,1289,1644,380,765,3034,3733,3237,3119,3101,2685,3368,2498,1780,1149,794,649,4.9,9.2,11.9,15.8,28.9,31.8,35.45816733,35.26657997,39.2,38.6,38.60806773,34.91547464,21.6,14.2,9.885458167,8.43953186,10.3,15.4,16.04830677,21.37841352,39.4,44.9,43.7,30.1,917,1313,2385,2568,2848,2712
19083,6,6,6,6,1593,2161,2216,2588,986,1457,4843,5109,4947,4668,4293,4103,5228,4240,2757,1806,1022,770,7.7,11,13.9,18.8,27.4,31.5,37.3669328,38.90435637,38.6,37,35.70359281,33.59810023,21.5,14.3,8.499667332,6.305273501,12.4,17.1,18.42980705,21.1922699,37.7,38.4,40.7,31.9,1786,2496,3511,3980,4493,4751
19085,2,2,2,4,890,1328,1718,2166,407,803,3905,4956,4330,4628,4211,3967,4571,2995,2325,1572,934,662,4.3,8.2,6.4,11.1,22.7,28.2,33.1287148,33.40194061,44.4,44.1,41.03088765,38.88072136,23.8,15,9.100652831,6.488287759,9.1,12.7,16.73974471,21.22905028,41.1,50.4,48.2,30.4,608,1089,2210,2959,3400,3408
19087,6,6,6,6,1805,2183,2706,3116,1086,1418,3683,4797,4941,5361,5157,4631,4241,3341,2608,1872,1345,1184,10.6,12.5,12.3,15.7,24.9,30.3,33.4826266,35.42299349,39.7,39.7,37.25348552,33.48517715,20.9,13.9,9.716102001,8.56109906,14.5,16.2,19.54778588,22.5307303,35.9,42.3,41.3,29.5,1259,1779,3099,4093,4635,4899
19089,6,6,8,6,543,839,796,1189,189,527,2458,2880,2932,2857,2754,2607,3484,2729,1796,1375,780,521,2.8,7.7,8.6,9.9,20.5,23.7,33.04468842,32.0585458,44.2,43,42.58543374,41.0292729,27.1,20.7,12.06123396,8.199559333,8.2,12.6,12.30864388,18.71262197,36.6,42.3,51.9,40.1,578,673,1356,1574,2137,2037
19091,7,9,7,9,853,1087,1177,1281,522,736,3070,3419,3219,2717,2667,2357,2786,2270,1475,967,685,427,7.3,9.6,10.8,16,24.9,32.6,33.834916,38.86298692,43.6,38.4,38.96274653,35.44893969,20,13.7,10.0073046,6.422018349,11.6,15.4,17.19503287,19.26605505,43,44.7,39,29.7,769,1221,1835,2307,2316,2584
19093,8,7,8,6,610,729,937,976,319,608,2107,2499,2449,2312,1958,1800,2562,1845,1336,804,541,313,5.8,10.8,9.6,11.7,20.8,28.1,30.90689725,34.49957591,44.2,43.2,39.37261211,38.16793893,24.1,15,10.87874522,6.636980492,11,13.6,18.84174543,20.69550466,38.2,44.6,46.4,32.9,530,657,1151,1504,1537,1627
19095,6,6,8,6,1101,1664,2387,2814,504,904,3545,4469,4375,4448,4238,4024,3980,3060,2341,1372,837,610,5.7,9.5,8.8,11.3,21.1,29.2,34.12200936,35.82076691,44.2,42.1,37.41502604,34.67470918,23.6,13,7.389423501,5.256355019,11.1,15.8,21.0735411,24.24816889,40.2,47,45.2,32.2,779,1073,2087,3081,3865,4157
19097,6,6,6,6,1289,1642,2063,2530,539,1082,3995,5553,5639,6074,6347,5735,5672,4755,3567,2516,1591,850,4.8,8.5,8.7,10.1,18.3,24.7,27.96744454,33.86300972,43.9,44.7,45.7144915,41.61224786,27.8,18.5,11.45923365,6.167464809,10,12.1,14.85883031,18.35727761,35.7,43.8,50.7,37.5,974,1283,2346,3364,3883,4667
19099,6,5,2,4,2959,4019,4450,5304,1454,2175,8110,10579,10261,11343,10609,10629,8673,6860,5202,3336,2261,1766,7.2,9.8,9.5,11.8,20.7,26.1,33.04468842,33.54984044,44.2,44.8,41.01206123,39.90613854,22.4,13.2,8.740528839,6.630373569,12.7,15.9,17.20272151,19.91364746,40.3,47.6,43.1,30.8,1905,2630,4804,6593,8548,8936
19101,7,8,7,8,2965,3400,3537,4897,902,1893,3392,4257,3788,3423,3977,2777,3488,2645,1988,1298,688,543,10.4,18.5,10.1,13.9,22,25.4,30.23730544,30.14537108,33.8,31.4,33.82665646,23.60792315,17.7,11.9,5.851832951,4.616169345,26.5,31.2,30.08420515,41.63053643,39.2,41.7,40.3,25.9,873,1424,2468,2772,3555,3546
19103,3,2,3,4,23336,29920,39320,50364,9778,16272,9739,11660,11314,12449,13387,14587,7443,6078,4990,3983,3730,3466,30.8,38.6,15,19.4,25.3,26.3,26.51240918,25.87139065,21.3,19.8,17.43144353,15.80475649,9.4,6.3,4.856897315,3.755349694,44,47.6,51.19924998,54.56850317,30.7,27.6,23.5,14.4,4766,8190,13413,16507,20361,23878
19105,2,2,2,4,1364,1749,2574,3118,688,1110,4243,5396,5663,5833,6141,5911,4776,3832,2743,2021,1250,842,6.4,9.4,9.7,12.3,24,30.3,31.98880699,34.31594357,44.1,42.3,41.91236691,39.33324461,21.3,14.7,8.531258531,5.602874634,10.6,12.7,17.56756757,20.74793718,39.5,45.8,44.4,32.5,1047,1456,3081,4173,4687,5157
19107,8,7,8,6,735,888,949,1108,498,589,3551,3989,3675,3548,3184,3089,3582,2644,1822,1228,828,397,6,7.3,8.6,11,20.6,26.1,32.22677596,34.13620072,46.8,46.3,43.49726776,44.28673835,23.2,16,11.31147541,5.691756272,9.4,11.6,12.96448087,15.88530466,42.5,49.2,42.9,32.6,721,891,1613,2003,2359,2381
19109,7,11,7,8,1462,1585,1990,2300,776,1096,5175,5761,4988,4553,4299,3439,5299,4108,2580,1686,958,552,6.2,8.6,10.3,14.3,27,33.1,34.64105339,39.39890184,40.3,38.9,38.77164502,33.12782969,20.9,14.4,8.63997114,5.317406801,11.8,13.6,17.94733045,22.15586167,41.2,45,42.2,32.1,1298,1830,3342,3870,3841,4090
19111,5,8,7,7,2766,3232,3709,4996,1740,2462,9448,11945,11319,11035,10424,8924,10907,8148,5794,4239,2743,1386,7.1,9.5,9.6,13.3,22.9,28.3,32.35801034,35.54282827,43.9,42.7,41.78123372,37.58106628,22.5,16.4,10.99442863,5.836772509,10.7,12.5,14.86632731,21.03933294,38.6,45.9,44.6,31.3,2356,3456,5913,7322,8073,8440
19113,2,2,2,4,23233,34357,42995,54553,10052,16196,36568,42325,37537,37590,37849,40829,27404,21768,16312,11667,9158,7392,11.9,16.7,12.7,17.4,28.6,32.5,35.39954494,34.37709513,34.8,30.3,27.16675878,26.06999419,15.1,9.4,6.573309121,4.719914694,21.5,27.7,30.86038716,34.83299598,43.1,43.5,32.3,22.4,10793,16941,30804,40282,49319,53839
19115,8,7,8,6,685,994,1019,1235,428,597,2546,3198,3336,3206,3165,2958,2365,2242,1760,1592,1292,930,7.1,8.5,11.8,14.1,22.2,26,28.45570943,31.72064508,44.9,41,41.35092762,39.42423031,23.7,20.3,16.88006271,12.39504198,9.2,12.7,13.31330024,16.46008263,42.1,45.5,39.1,31.9,714,993,1646,2036,2178,2380
19117,6,6,8,6,587,703,719,883,302,514,2485,3073,3001,2822,2809,2886,3024,2123,1419,1323,701,455,4.8,7.8,8.3,13.1,19.2,23.5,31.41420694,30.74274471,48.5,44.5,45.55627635,47.31923266,22.9,20.9,11.36879663,7.460239384,9.5,11.1,11.66072008,14.47778324,39.2,46.8,47.7,32.3,528,857,1186,1488,1937,1875
19119,8,6,8,6,768,1074,1244,1606,444,703,2213,2917,2964,2890,3065,3161,4016,2979,2229,1605,877,356,6.1,9.3,8.1,12.8,20.7,26.1,31.8438691,33.7514548,39.4,38.3,40.28124589,40.87676193,29.6,21.3,11.52582468,4.603646709,10.2,14.2,16.34906032,20.76813656,30.5,38.5,55.3,39.3,585,972,1559,1970,2423,2610
19121,2,2,2,4,982,1331,2221,2910,335,668,3153,3949,3734,3791,4461,3846,2868,2208,1506,1149,595,537,4.8,8.5,9.4,12.7,23.9,32.2,30.56960214,36.1047836,45.7,41,42.56273256,33.69546171,18.4,12.4,5.676939223,4.704748554,12,14.4,21.19072608,25.49500613,44.9,50.5,40.9,28.2,661,997,1952,2983,3204,4121
