fips_code,CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023
31021,8.2,123,,,7.2,82,8.1,539,59605,16,239,,,15.4,176,12.5,833,74621,67113,12.1,,11.3,10.3,181,,129,686,8
31023,6.5,131,,,5.8,89,6.4,531,66673,13.3,271,,,12.8,193,10.2,853,82747,74710,9.9,,9.3,8.3,201,,141,692,8
31025,6,362,,,5.5,258,5.2,1407,76885,10.6,650,,,9.9,466,8,2191,89697,83291,8.3,,7.7,6.6,506,,362,1799,2
31027,5.9,121,,,5.6,87,6.6,539,61847,12.1,251,,,12.2,189,10.6,867,77943,69895,9,,8.9,8.6,186,,138,703,9
31029,8,73,,,7.3,49,7.4,265,59353,16.6,151,,,15.9,109,12.2,441,75315,67334,12.3,,11.6,9.8,112,,79,353,9
31031,10.4,136,,,9.9,90,8.1,443,49238,22,286,,,22.1,202,13.9,759,61026,55132,16.2,,16,11,211,,146,601,9
31033,11.2,240,,,11,178,9.7,911,52954,21,454,,,20.8,336,14.9,1409,67400,60177,16.1,,15.9,12.3,347,,257,1160,7
31035,6.3,97,,,6.1,67,7.3,442,60442,13.5,209,,,13.7,153,11.9,714,74694,67568,9.9,,9.9,9.6,153,,110,578,9
31037,8.1,253,,,7.5,173,7.4,775,62234,15.7,493,,,15.5,355,12,1249,79350,70792,11.9,,11.5,9.7,373,,264,1012,7
31039,6.8,150,,,6.7,105,6.5,575,58817,13.2,290,,,13.5,211,10.7,941,72811,65814,10,,10.1,8.6,220,,158,758,9
31041,8.1,205,,,7.7,145,6.4,661,58553,17.7,447,,,17.7,333,11.4,1193,71749,65151,12.9,,12.7,8.9,326,,239,927,9
31043,15.8,977,,,14.9,662,11.3,2375,61793,24.6,1513,,,24.1,1070,15.9,3327,78459,70126,20.2,,19.5,13.6,1245,,866,2851,3
31045,11.3,166,,,9.8,101,11.7,871,49299,23.3,342,,,21.6,221,19.5,1453,60551,54925,17.3,,15.7,15.6,254,,161,1162,9
31047,9,595,,,8.3,397,7.9,1888,61009,18.6,1223,,,18.5,881,13.1,3110,74229,67619,13.8,,13.4,10.5,909,,639,2499,7
31049,12.4,46,,,11,31,9.1,170,51559,25.2,94,,,24,69,14.7,276,65793,58676,18.8,,17.5,11.9,70,,50,223,9
31051,6.4,88,,,5.7,59,6.3,337,59431,13.4,182,,,12.5,131,10.5,565,75611,67521,9.9,,9.1,8.4,135,,95,451,8
31053,7.5,685,,,6.2,418,7.5,2730,62458,15.1,1385,,,14.2,948,12.1,4394,71208,66833,11.3,,10.2,9.8,1035,,683,3562,4
31055,10.3,15054,,,9.1,9714,10.5,60612,74392,14.5,21036,,,13.3,14146,12.5,72674,81102,77747,12.4,,11.2,11.5,18045,,11930,66643,2
31057,12.3,35,,,12.2,26,10.1,155,49366,25.3,71,,,26,54,16.9,259,62270,55818,18.8,,19.1,13.5,53,,40,207,9
31059,6.5,71,,,6.4,49,6.7,364,61626,13.5,147,,,14,109,10.9,594,76416,69021,10,,10.2,8.8,109,,79,479,8
31061,11.1,66,,,9.6,43,9.7,271,50968,22.5,134,,,22,97,15.5,435,65724,58346,16.8,,15.8,12.6,100,,70,353,9
31063,10.8,55,,,10.3,40,10,244,55334,23.2,119,,,23.5,92,16.2,398,70018,62676,17,,16.9,13.1,87,,66,321,9
31065,10.4,100,,,10.1,70,9.5,427,53996,22,210,,,22.5,156,14.5,653,65064,59530,16.2,,16.3,12,155,,113,540,9
31067,7.9,377,,,6.7,245,8.2,1742,60654,15.5,745,,,14.3,531,12.4,2654,73240,66947,11.7,,10.5,10.3,561,,388,2198,6
31069,15.1,48,,,14.7,34,12,212,39048,31.1,100,,,32.5,76,19.8,350,49222,44135,23.1,,23.6,15.9,74,,55,281,9
31071,8.1,27,,,8.3,19,8.2,139,44453,16.7,57,,,18.5,43,13.6,229,57817,51135,12.4,,13.4,10.9,42,,31,184,9
31073,8.5,33,,,8.1,24,6.7,123,64420,17.7,69,,,17.9,54,11.1,201,81692,73056,13.1,,13,8.9,51,,39,162,9
31075,9.5,13,,,9.3,9,7.8,44,55173,19.7,27,,,20.5,21,12.8,72,72041,63607,14.6,,14.9,10.3,20,,15,58,9
31077,8.6,45,,,8.1,32,8.1,178,53339,18,93,,,17.9,70,13.5,296,68033,60686,13.3,,13,10.8,69,,51,237,8
31079,8.9,1485,,,8,965,8.5,5184,64008,17.3,2881,,,16.8,2045,13.1,8006,75442,69725,13.1,,12.4,10.8,2183,,1505,6595,3
31081,6,136,,,5.9,101,5.7,538,75804,12,272,,,12.1,207,9.1,864,93806,84805,9,,9,7.4,204,,154,701,8
31083,7.8,51,,,7,35,7.8,232,55656,16.8,111,,,16,81,12.4,372,70662,63159,12.3,,11.5,10.1,81,,58,302,9
31085,11.7,25,,,11.9,18,10.1,86,52291,23.9,51,,,25.9,38,16.9,142,67641,59966,17.8,,18.9,13.5,38,,28,114,9
31087,12.5,72,,,11.8,52,10.9,276,50178,25.1,146,,,24.6,110,17.5,440,60924,55551,18.8,,18.2,14.2,109,,81,358,9
31089,9.5,244,,,9,175,9,902,59280,19.1,490,,,19,367,14.6,1452,72350,65815,14.3,,14,11.8,367,,271,1177,9
31091,8.6,13,,,7.6,9,7.2,49,46162,18.2,27,,,16.8,21,12,81,59858,53010,13.4,,12.2,9.6,20,,15,65,9
31093,7.8,119,,,7.3,81,7.6,487,60388,15.8,241,,,15.9,179,12.6,801,77202,68795,11.8,,11.6,10.1,180,,130,644,3
31095,9.3,147,,,8.2,95,8.5,585,57165,18.3,291,,,17.4,203,13.5,939,70249,63707,13.8,,12.8,11,219,,149,762,9
31097,8.3,78,,,7.6,55,9.8,397,56593,17.3,162,,,16.6,121,16,653,71675,64134,12.8,,12.1,12.9,120,,88,525,8
31099,6,99,,,5.6,68,6,401,68371,12.4,205,,,12.4,150,9.8,649,86545,77458,9.2,,9,7.9,152,,109,525,9
31101,11.1,183,,,9.7,120,8.4,677,51470,23.3,387,,,21.9,272,14,1127,62850,57160,17.2,,15.8,11.2,285,,196,902,9
31103,12.8,19,,,11.9,13,13,104,45295,26.4,39,,,26.3,29,21.6,174,58859,52077,19.6,,19.1,17.3,29,,21,139,9
31105,10.1,64,,,9,43,9.2,296,54485,20.7,132,,,19.6,95,15.4,492,64887,59686,15.4,,14.3,12.3,98,,69,394,8
31107,12.5,249,,,12.5,191,10.7,878,53490,22.5,451,,,22.5,343,16.7,1364,66624,60057,17.5,,17.5,13.7,350,,267,1121,9
31109,6.4,4559,,,5.7,3005,9.5,29798,68287,11.6,8311,,,10.9,5761,12.1,37742,74055,71171,9,,8.3,10.8,6435,,4383,33770,2
31111,10.6,792,,,8.7,488,10.3,3365,58290,18.6,1380,,,16.9,946,14.7,4813,68974,63632,14.6,,12.8,12.5,1086,,717,4089,5
31113,7.1,10,,,6.4,7,6.8,45,59725,14.9,20,,,14.8,15,11.6,75,72941,66333,11,,10.6,9.2,15,,11,60,9
31115,18.4,20,,,16.1,14,12.4,73,54388,38,42,,,35.7,30,20.8,123,68828,61608,28.2,,25.9,16.6,31,,22,98,9
31117,11.7,8,,,12.1,6,9.1,35,47914,24.7,16,,,26.3,14,14.9,57,62434,55174,18.2,,19.2,12,12,,10,46,9
31119,7.2,636,,,6.4,412,9.6,3290,62267,14.4,1266,,,13.8,894,13.6,4694,74169,68218,10.8,,10.1,11.6,951,,653,3992,5
31121,6.6,114,,,6.1,78,7,534,66086,14.6,250,,,14.3,184,11.6,884,78508,72297,10.6,,10.2,9.3,182,,131,709,3
31123,12.8,129,,,11.6,86,11.1,489,54783,25.4,257,,,24.8,184,17.9,789,69707,62245,19.1,,18.2,14.5,193,,135,639,9
31125,9.1,69,,,8.5,49,8.8,281,55181,17.5,133,,,17.1,97,13.8,441,67275,61228,13.3,,12.8,11.3,101,,73,361,8
31127,8.4,135,,,7.8,93,8.9,594,57544,17.2,279,,,17,203,14.7,972,74192,65868,12.8,,12.4,11.8,207,,148,783,9
31129,9.9,82,,,9.5,57,8.1,328,51555,20.5,168,,,20.7,125,13.5,546,66347,58951,15.2,,15.1,10.8,125,,91,437,9
31131,5.9,229,,,5.4,155,6,955,68342,12.3,475,,,11.8,339,10,1611,84554,76448,9.1,,8.6,8,352,,247,1283,6
31133,13.4,76,,,12.4,51,10.5,260,48766,27.2,154,,,27,111,16.9,418,62382,55574,20.3,,19.7,13.7,115,,81,339,9
31135,7.5,49,,,6.8,35,7,193,64393,15.7,103,,,15,77,11.6,323,78649,71521,11.6,,10.9,9.3,76,,56,258,9
31137,6.7,148,,,6.3,102,6.3,549,62000,13.7,306,,,13.9,224,10.3,911,79100,70550,10.2,,10.1,8.3,227,,163,730,7
31139,6.8,125,,,6.2,84,7,506,69396,13.6,251,,,13.4,180,11.4,822,87512,78454,10.2,,9.8,9.2,188,,132,664,9
31141,5.4,490,,,4.6,305,6.7,2293,69391,10.8,970,,,10,671,10.1,3475,84179,76785,8.1,,7.3,8.4,730,,488,2884,5
31143,5.6,65,,,5.2,45,5.5,282,72138,11.6,133,,,11,95,9.1,468,87738,79938,8.6,,8.1,7.3,99,,70,375,8
31145,9.2,214,,,7.8,135,9,914,53065,17.4,404,,,16.6,285,14,1414,68163,60614,13.3,,12.2,11.5,309,,210,1164,7
31147,8.5,138,,,7.6,95,8.4,630,53596,17.3,282,,,16.4,203,13.8,1032,68082,60839,12.9,,12,11.1,210,,149,831,9
31149,12.2,34,,,12.1,23,10.3,128,49547,25.6,72,,,27.1,53,17.1,212,64391,56969,18.9,,19.6,13.7,53,,38,170,9
31151,8.2,310,,,7.8,218,8.2,1119,70579,15.2,574,,,15,422,12.8,1761,82593,76586,11.7,,11.4,10.5,442,,320,1440,6
31153,3.4,1720,,,3.1,1192,4,8058,98278,6.6,3392,,,6.3,2462,5.8,11548,105526,101902,5,,4.7,4.9,2556,,1827,9803,2
31155,4.8,274,,,4.4,187,5,1167,79118,9,518,,,8.8,381,8,1845,92346,85732,6.9,,6.6,6.5,396,,284,1506,2
31157,14.7,1236,,,11.4,715,12.6,4382,51049,25.5,2144,,,22.8,1421,18.4,6366,64093,57571,20.1,,17.1,15.5,1690,,1068,5374,5
31159,4.6,184,,,4.3,132,5.2,858,76306,9,362,,,8.7,268,8.6,1414,87332,81819,6.8,,6.5,6.9,273,,200,1136,2
31161,13.9,143,,,13,98,11.1,532,53047,28.7,295,,,28.4,214,18.1,864,66637,59842,21.3,,20.7,14.6,219,,156,698,9
31163,10,65,,,8.9,43,9.3,273,50729,21.2,137,,,20.3,97,15.3,447,64455,57592,15.6,,14.6,12.3,101,,70,360,8
31165,13.4,27,,,13.5,20,10.7,124,53556,27.6,57,,,29.5,44,18.1,208,69132,61344,20.5,,21.5,14.4,42,,32,166,9
31167,5.3,74,,,5.2,54,5.4,314,69616,10.9,152,,,11.2,114,9,516,86608,78112,8.1,,8.2,7.2,113,,84,415,9
31169,7.7,84,,,7.3,62,6.9,331,56777,16.3,178,,,16.1,136,11.7,555,70371,63574,12,,11.7,9.3,131,,99,443,9
31171,14.9,22,,,13.9,15,9.7,66,49788,30.5,46,,,31.1,35,16.3,110,63900,56844,22.7,,22.5,13,34,,25,88,9
31173,17.1,382,,,15.3,252,15,970,52066,33.9,760,,,32.9,540,24.2,1558,63554,57810,25.5,,24.1,19.6,571,,396,1264,8
31175,10.8,100,,,10,67,9.1,362,51083,21,196,,,21.2,143,14.7,588,62125,56604,15.9,,15.6,11.9,148,,105,475,9
31177,4.3,209,,,3.6,136,4.7,972,80733,8.7,427,,,7.8,300,7.5,1580,95735,88234,6.5,,5.7,6.1,318,,218,1276,2
31179,6.6,132,,,5.7,86,9.6,824,59533,13.4,270,,,12.5,188,15.2,1298,77085,68309,10,,9.1,12.4,201,,137,1061,7
31181,10.1,77,,,9.2,52,9.9,324,50079,18.9,143,,,18.6,104,15.1,496,63925,57002,14.5,,13.9,12.5,110,,78,410,9
31183,12.1,21,,,12.8,14,9.6,74,49956,25.5,43,,,28,32,16,124,62798,56377,18.8,,20.4,12.8,32,,23,99,9
31185,6.4,208,,,5.5,134,7.1,963,65854,13,420,,,12.1,292,11.7,1575,81488,73671,9.7,,8.8,9.4,314,,213,1269,6
32000,15.4,103625,17.4,28846,13.9,69885,11.8,370444,74949,17.4,117447,21,34956,16.3,82171,12.6,397040,77715,76332,16.4,19.2,15.1,12.2,110536,31901,76028,383742,
32001,9.3,531,,,9.2,388,8.5,2153,63743,18.1,1039,,,18.2,768,13.1,3319,80387,72065,13.7,,13.7,10.8,785,,578,2736,6
32003,16.3,82169,,,14.6,55035,12.3,283570,73439,19.1,96125,,,17.4,65539,13.5,311238,76767,75103,17.7,,16,12.9,89147,,60287,297404,1
32005,8.5,602,,,8.6,467,6.5,3202,76419,15.5,1090,,,15.6,843,9.9,4892,87631,82025,12,,12.1,8.2,846,,655,4047,4
32007,8.2,1136,,,8.1,854,7,3779,76390,14.6,2032,,,14.3,1512,11,5889,95268,85829,11.4,,11.2,9,1584,,1183,4834,5
32009,12.1,12,,,12.5,10,11.2,83,51383,24.3,24,,,25.5,20,18.4,135,66731,59057,18.2,,19,14.8,18,,15,109,9
32011,9.3,40,,,8.3,29,8.9,168,70941,17.7,76,,,16.3,57,14.1,270,92381,81661,13.5,,12.3,11.5,58,,43,219,9
32013,9.1,403,,,8.5,278,7.9,1355,71388,18.1,797,,,17.3,568,12.9,2191,91612,81500,13.6,,12.9,10.4,600,,423,1773,7
32015,8.7,129,,,8.2,93,8.9,509,76234,16.5,245,,,16.2,183,14.1,809,98562,87398,12.6,,12.2,11.5,187,,138,659,9
32017,12.3,107,,,13.5,80,10.5,444,58710,24.1,209,,,26.9,160,17.3,728,76444,67577,18.2,,20.2,13.9,158,,120,586,8
32019,8,1005,,,7.8,734,7.8,4901,67164,15.8,1999,,,15.8,1496,11.4,7081,83226,75195,11.9,,11.8,9.6,1502,,1115,5991,2
32021,15.1,126,,,14.7,93,13.3,597,50514,30.1,252,,,29.1,185,21.3,953,65564,58039,22.6,,21.9,17.3,189,,139,775,8
32023,17.5,1570,,,16.7,1128,12.5,6776,56206,30.7,2748,,,29.1,1972,18.3,9956,69936,63071,24.1,,22.9,15.4,2159,,1550,8366,4
32027,12.4,132,,,11.9,98,12.5,615,58795,24.2,258,,,23.7,194,21.1,1035,75061,66928,18.3,,17.8,16.8,195,,146,825,8
32029,6.6,34,,,6.3,26,5.6,233,77979,13,66,,,12.7,52,9.2,383,99389,88684,9.8,,9.5,7.4,50,,39,308,2
32031,8.9,8949,,,8.9,6631,8.8,42879,81865,13.7,13633,,,13.5,10015,11,53909,86699,84282,11.3,,11.2,9.9,11291,,8323,48394,2
32033,9.4,158,,,9,116,9.2,727,61741,18.6,314,,,18.2,236,15,1191,79529,70635,14,,13.6,12.1,236,,176,959,9
32510,9.1,1022,,,8.6,730,7.9,4402,67199,18.1,2040,,,17.2,1466,12.9,7112,78447,72823,13.6,,12.9,10.4,1531,,1098,5757,3
33000,7.1,17733,6.3,3829,6.5,12092,6.9,94253,95009,9.3,23015,9.7,5933,9.1,16866,7.7,105685,99053,97031,8.2,8,7.8,7.3,20374,4881,14479,99969,
33001,7.4,796,,,6.1,516,6.4,4083,84641,14,1510,,,12.7,1060,9.6,6195,98025,91333,10.7,,9.4,8,1153,,788,5139,4
33003,7.8,576,,,6.9,398,6.9,3584,69995,16,1194,,,15.1,876,10.7,5524,84611,77303,11.9,,11,8.8,885,,637,4554,6
33005,7.4,1003,,,6.3,634,7,5238,77665,14.2,1921,,,13.3,1332,11,8180,90351,84008,10.8,,9.8,9,1462,,983,6709,4
33007,11.9,587,,,10.8,397,10.8,3241,53055,23.3,1145,,,22.2,815,16.2,4861,66129,59592,17.6,,16.5,13.5,866,,606,4051,7
33009,6.7,931,,,5.7,593,7.7,6608,76410,12.9,1785,,,12.1,1259,11.1,9482,86664,81537,9.8,,8.9,9.4,1358,,926,8045,5
33011,5.9,4778,,,5.6,3382,5.5,22853,100434,9.7,7918,,,9.6,5804,7.5,31287,105928,103181,7.8,,7.6,6.5,6348,,4593,27070,2
33013,5.8,1615,,,5.4,1123,6.4,9619,86713,10.2,2869,,,10,2093,9,13627,96001,91357,8,,7.7,7.7,2242,,1608,11623,4
33015,3.9,2219,,,3.6,1583,4.5,14430,103391,6.5,3759,,,6.4,2775,6.3,19874,115929,109660,5.2,,5,5.4,2989,,2179,17152,1
33017,6.6,1523,,,6.2,1035,7.6,9574,76172,12.4,2829,,,12,2029,11,13792,93352,84762,9.5,,9.1,9.3,2176,,1532,11683,1
33019,7.8,579,,,6.9,383,7.1,3054,66938,16.2,1211,,,15.5,871,11.1,4830,82522,74730,12,,11.2,9.1,895,,627,3942,7
34000,12.2,240126,11.6,58505,11.6,170599,9.5,864431,98681,13.4,265798,13.6,68565,13.2,193593,9.9,906627,100751,99716,12.8,12.6,12.4,9.7,252962,63535,182096,885529,
34001,11.8,6601,,,12,4996,10,27193,72348,19.8,11007,,,20.2,8448,13.8,37245,79460,75904,15.8,,16.1,11.9,8804,,6722,32219,2
34003,5.6,10993,,,5.4,8022,5.8,55049,112384,8.6,16991,,,8.6,12748,7.4,70683,119930,116157,7.1,,7,6.6,13992,,10385,62866,1
34005,6.4,6056,,,5.5,3910,5.9,26791,100248,9.8,9322,,,9.3,6564,7.7,35235,104520,102384,8.1,,7.4,6.8,7689,,5237,31013,1
34007,14,16399,,,14.1,12238,10.8,56668,78205,20,23565,,,20.3,17630,13.8,71814,87151,82678,17,,17.2,12.3,19982,,14934,64241,1
34009,8.8,1389,,,8.7,1021,7.4,6958,75935,17.6,2765,,,17.9,2113,11.4,10628,86079,81007,13.2,,13.3,9.4,2077,,1567,8793,2
34011,17.1,6208,,,13.7,3730,14.6,20970,59357,26.7,9688,,,24.3,6574,19.4,27818,69123,64240,21.9,,19,17,7948,,5152,24394,3
34013,15.7,30927,,,15.8,22962,12.9,106762,77247,21.1,41331,,,21.4,30954,15.5,128766,82763,80005,18.4,,18.6,14.2,36129,,26958,117764,1
34015,7.6,4902,,,7.4,3579,7.2,21734,91150,12,7766,,,11.8,5779,9.6,28850,102780,96965,9.8,,9.6,8.4,6334,,4679,25292,1
34017,19.6,26485,,,21.8,20412,13.8,96528,85757,26.2,35471,,,29.2,27406,16.6,115858,91181,88469,22.9,,25.5,15.2,30978,,23909,106193,1
34019,3,737,,,2.8,506,3.9,4963,128255,5.6,1383,,,5.4,1012,5.7,7289,144559,136407,4.3,,4.1,4.8,1060,,759,6126,1
34021,10.2,8362,,,9.4,5752,9.2,33527,91330,16,13218,,,15.6,9592,12,44069,99674,95502,13.1,,12.5,10.6,10790,,7672,38798,2
34023,8.3,14997,,,7,9451,7.6,63894,101151,11.9,21529,,,11,14999,9.6,80308,108123,104637,10.1,,9,8.6,18263,,12225,72101,1
34025,6.2,8228,,,5.1,5113,5.7,36278,114672,9.8,12918,,,8.9,8891,7.7,48570,120832,117752,8,,7,6.7,10573,,7002,42424,1
34027,3.9,4107,,,3.8,2987,4,20696,129723,6.3,6543,,,6.4,4963,5.6,28486,138893,134308,5.1,,5.1,4.8,5325,,3975,24591,1
34029,12,19513,,,11.4,13019,8.8,57516,82108,17.4,28221,,,17.2,19605,11.2,73036,88370,85239,14.7,,14.3,10,23867,,16312,65276,1
34031,17.1,20270,,,15.5,13555,12.4,62747,78845,23.3,27666,,,22.3,19431,15.4,77879,84801,81823,20.2,,18.9,13.9,23968,,16493,70313,1
34033,10.2,1440,,,9.7,1029,8.2,5313,79128,19.8,2810,,,19.9,2095,13,8389,88888,84008,15,,14.8,10.6,2125,,1562,6851,1
34035,4.5,3193,,,4,2170,4.5,15472,134035,7.7,5537,,,7.4,4082,6.5,22312,146449,140242,6.1,,5.7,5.5,4365,,3126,18892,1
34037,4.3,1223,,,3.8,796,4.3,6314,104402,7.9,2217,,,7.6,1608,6.5,9460,115366,109884,6.1,,5.7,5.4,1720,,1202,7887,1
34039,8.7,11452,,,8.2,7950,7.6,42901,96681,13.7,18090,,,13.6,13236,10.2,57877,103381,100031,11.2,,10.9,8.9,14771,,10593,50389,1
34041,7.5,1594,,,7.3,1159,6.7,7332,93726,13.3,2804,,,13.3,2105,9.9,10882,103988,98857,10.4,,10.3,8.3,2199,,1632,9107,2
35000,21.2,94409,21.8,22940,20.2,68124,16.3,338041,61051,24,106807,26,27462,23.6,79610,17.5,361703,63521,62286,22.6,23.9,21.9,16.9,100608,25201,73867,349872,
35001,15,19652,,,14,13861,12.1,80470,66042,20.8,27296,,,20,19783,14.9,98580,70530,68286,17.9,,17,13.5,23474,,16822,89525,2
35003,22.5,95,,,22.5,70,13.9,530,39790,45.7,193,,,47.1,148,23.3,888,51814,45802,34.1,,34.8,18.6,144,,109,709,9
35005,18.4,2814,,,17.4,2020,16.3,10095,46910,31.8,4872,,,31.2,3628,23.9,14753,55448,51179,25.1,,24.3,20.1,3843,,2824,12424,5
35006,21.8,1310,,,20.7,970,18.6,4539,41578,40.2,2424,,,38.7,1808,28.8,7063,53482,47530,31,,29.7,23.7,1867,,1389,5801,6
35007,17.9,357,,,17.4,265,13.4,1564,48614,34.5,689,,,34,517,22.2,2582,59896,54255,26.2,,25.7,17.8,523,,391,2073,7
35009,15.5,1907,,,15.5,1340,15.5,7170,47905,29.1,3567,,,30.5,2638,22.3,10300,59811,53858,22.3,,23,18.9,2737,,1989,8735,5
35011,20.2,73,,,18.9,53,13.4,220,42616,41,147,,,39.3,111,22.6,374,53852,48234,30.6,,29.1,18,110,,82,297,9
35013,18.6,9297,,,17.9,6808,17.2,38106,54177,29.8,14957,,,29.7,11300,22.4,49418,58289,56233,24.2,,23.8,19.8,12127,,9054,43762,3
35015,14,2191,,,13.5,1570,13.6,8078,58613,23.8,3727,,,23.3,2718,19.4,11542,74357,66485,18.9,,18.4,16.5,2959,,2144,9810,5
35017,18.3,886,,,16.7,613,15.7,4193,43383,36.1,1738,,,34.1,1255,24.1,6469,53525,48454,27.2,,25.4,19.9,1312,,934,5331,7
35019,20.8,164,,,18.3,117,19,701,37703,39.6,312,,,36.3,233,30.8,1133,49223,43463,30.2,,27.3,24.9,238,,175,917,9
35021,17.4,14,,,15.9,11,11.6,72,41351,36.2,30,,,35.5,25,18.6,116,53861,47606,26.8,,25.7,15.1,22,,18,94,9
35023,22.2,186,,,21.6,141,18.1,703,39758,43.2,362,,,42.4,275,29.9,1159,50928,45343,32.7,,32,24,274,,208,931,9
35025,14.8,3014,,,14,2145,13.8,9651,54032,25.2,5134,,,24.6,3777,20.2,14091,67608,60820,20,,19.3,17,4074,,2961,11871,5
35027,19.2,669,,,18.9,485,12.3,2439,52629,37,1285,,,36.9,949,20.1,4003,66143,59386,28.1,,27.9,16.2,977,,717,3221,7
35028,2.3,88,,,2,63,2.8,549,130575,4.5,180,,,4.2,131,4.8,931,161841,146208,3.4,,3.1,3.8,134,,97,740,6
35029,27.2,1728,,,27.8,1295,20.9,5124,34302,48,3046,,,49.8,2315,31.9,7830,42980,38641,37.6,,38.8,26.4,2387,,1805,6477,6
35031,35.4,6416,,,34.5,4910,30.8,21010,37450,48.2,8742,,,47.7,6802,37.8,25824,45404,41427,41.8,,41.1,34.3,7579,,5856,23417,5
35033,17.9,118,,,18.5,91,15.9,657,39753,37.3,246,,,39.1,193,25.9,1067,51617,45685,27.6,,28.8,20.9,182,,142,862,8
35035,24.4,3543,,,26,2804,16.1,10541,47576,37.2,5419,,,39.4,4244,22.7,14801,55020,51298,30.8,,32.7,19.4,4481,,3524,12671,4
35037,21.8,376,,,21,276,17.4,1462,38282,43.6,752,,,43.2,566,28.2,2376,48342,43312,32.7,,32.1,22.8,564,,421,1919,7
35039,20.2,1777,,,18.1,1228,14.4,5731,46543,34,2981,,,31.7,2158,22.6,8987,56863,51703,27.1,,24.9,18.5,2379,,1693,7359,6
35041,18.2,790,,,17.4,558,14.8,2626,45317,34,1470,,,33.8,1088,23.8,4226,56905,51111,26.1,,25.6,19.3,1130,,823,3426,7
35043,12.6,4127,,,12.1,3096,9.8,15281,74833,19.4,6365,,,18.9,4826,13.6,21111,88281,81557,16,,15.5,11.7,5246,,3961,18196,2
35045,21,6140,,,19.5,4372,17.2,20481,52674,31.6,9214,,,30.3,6804,22.6,27037,61918,57296,26.3,,24.9,19.9,7677,,5588,23759,3
35047,20.6,881,,,19.7,615,19.8,5066,40914,39.4,1691,,,40.5,1263,29.6,7602,51722,46318,30,,30.1,24.7,1286,,939,6334,6
35049,14.4,3445,,,12.9,2333,10.2,15657,74322,23.2,5525,,,22.1,4025,14.2,21861,82410,78366,18.8,,17.5,12.2,4485,,3179,18759,3
35051,23.1,421,,,21.7,306,18,2031,35367,47.7,867,,,45.9,648,29,3277,45629,40498,35.4,,33.8,23.5,644,,477,2654,6
35053,22.1,733,,,21.1,527,19.5,2956,41120,42.7,1419,,,41.7,1043,30.9,4668,51020,46070,32.4,,31.4,25.2,1076,,785,3812,6
35055,14.6,763,,,14.1,562,14.6,5012,48995,31.6,1645,,,30.7,1230,22.4,7668,58875,53935,23.1,,22.4,18.5,1204,,896,6340,7
35057,22.3,710,,,20,473,17.9,2740,40524,42.3,1342,,,39.6,939,28.1,4298,49036,44780,32.3,,29.8,23,1026,,706,3519,2
35059,17,133,,,16.8,99,14,487,39757,33.8,263,,,34.2,201,22.8,799,51159,45458,25.4,,25.5,18.4,198,,150,643,9
35061,18.4,3271,,,16.8,2262,14.7,11443,51583,29.4,5229,,,28,3754,19.9,15525,61987,56785,23.9,,22.4,17.3,4250,,3008,13484,2
36000,18.1,697430,18.2,182237,17.3,490827,13.9,2660117,81555,19.1,739182,20,200927,18.5,527693,14.3,2735253,82549,82052,18.6,19.1,17.9,14.1,718306,191582,509260,2697685,
36001,11.6,6391,,,11.3,4621,11.6,34593,78145,17.6,9703,,,17.3,7097,14.2,42579,84241,81193,14.6,,14.3,12.9,8047,,5859,38586,2
36003,11.9,1076,,,11,724,12.4,5134,53233,22.5,2018,,,22.2,1454,17.6,7256,61743,57488,17.2,,16.6,15,1547,,1089,6195,7
36005,32.7,103306,,,31.4,72665,26.3,349086,44971,38.3,121118,,,37.4,86819,29.1,385128,48817,46894,35.5,,34.4,27.7,112212,,79742,367107,1
36007,15.6,5630,,,12.6,3409,14.9,27269,60339,24,8690,,,22,5927,18.7,34261,66841,63590,19.8,,17.3,16.8,7160,,4668,30765,3
36009,21.2,3366,,,19,2253,16.5,12018,51311,29.8,4750,,,28,3315,20.7,15164,60577,55944,25.5,,23.5,18.6,4058,,2784,13591,4
36011,13.5,1864,,,12.8,1311,11.1,7973,61515,21.9,3028,,,21.8,2223,15.5,11071,71347,66431,17.7,,17.3,13.3,2446,,1767,9522,4
36013,18.8,4686,,,16.6,3056,14.5,17521,51919,28,6986,,,26.2,4846,18.9,22943,60161,56040,23.4,,21.4,16.7,5836,,3951,20232,4
36015,17.7,2939,,,16.7,2047,14.7,11433,56391,26.9,4455,,,26.1,3213,19.1,14941,64521,60456,22.3,,21.4,16.9,3697,,2630,13187,3
36017,13.7,1261,,,13.3,918,11.9,5388,52559,23.7,2181,,,23.9,1638,16.7,7540,62255,57407,18.7,,18.6,14.3,1721,,1278,6464,6
