fips_code,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2023,Unemployment_rate_2023
30095,5389,5259,1,3,130,2.4
30097,1909,1865,0,8,44,2.3
30099,2789,2707,0,8,82,2.9
30101,2089,2044,0,9,45,2.2
30103,339,330,0,8,9,2.7
30105,3962,3864,0,9,98,2.5
30107,755,725,0,9,30,4
30109,437,425,0,9,12,2.7
30111,88210,85913,1,3,2297,2.6
31000,1054681,1030880,,,23801,2.3
31001,17177,16819,0,4,358,2.1
31003,3515,3448,0,9,67,1.9
31005,218,212,0,9,6,2.8
31007,383,372,0,8,11,2.9
31009,247,238,0,9,9,3.6
31011,2958,2909,0,9,49,1.7
31013,5273,5159,0,7,114,2.2
31015,1009,985,0,9,24,2.4
31017,1381,1346,0,9,35,2.5
31019,28583,28056,0,4,527,1.8
31021,3545,3457,0,8,88,2.5
31023,4645,4567,0,8,78,1.7
31025,13646,13329,1,2,317,2.3
31027,4630,4547,0,9,83,1.8
31029,2227,2190,0,9,37,1.7
31031,3312,3250,0,9,62,1.9
31033,4103,4004,0,7,99,2.4
31035,3061,2987,0,9,74,2.4
31037,5831,5726,0,7,105,1.8
31039,4800,4710,0,9,90,1.9
31041,6288,6180,0,9,108,1.7
31043,10965,10673,1,3,292,2.7
31045,4977,4877,0,9,100,2
31047,13554,13231,0,7,323,2.4
31049,952,927,0,9,25,2.6
31051,2997,2937,0,8,60,2
31053,20771,20316,0,4,455,2.2
31055,306276,298425,1,2,7851,2.6
31057,1172,1152,0,9,20,1.7
31059,3307,3244,0,8,63,1.9
31061,1512,1480,0,9,32,2.1
31063,1517,1486,0,9,31,2
31065,2474,2428,0,9,46,1.9
31067,10861,10580,0,6,281,2.6
31069,1080,1058,0,9,22,2
31071,1113,1091,0,9,22,2
31073,1159,1134,0,9,25,2.2
31075,401,395,0,9,6,1.5
31077,1203,1179,0,8,24,2
31079,33433,32658,1,3,775,2.3
31081,4965,4869,0,8,96,1.9
31083,1750,1717,0,9,33,1.9
31085,580,571,0,9,9,1.6
31087,1276,1242,0,9,34,2.7
31089,5614,5514,0,9,100,1.8
31091,356,347,0,9,9,2.5
31093,3524,3457,1,3,67,1.9
31095,4175,4093,0,9,82,2
31097,1984,1922,0,8,62,3.1
31099,3713,3649,0,9,64,1.7
31101,4601,4516,0,9,85,1.8
31103,550,538,0,9,12,2.2
31105,1932,1893,0,8,39,2
31107,4545,4447,0,9,98,2.2
31109,181811,177964,1,2,3847,2.1
31111,18373,17976,0,5,397,2.2
31113,451,440,0,9,11,2.4
31115,383,372,0,9,11,2.9
31117,426,417,0,9,9,2.1
31119,20014,19610,0,5,404,2
31121,4239,4156,1,3,83,2
31123,2648,2591,0,9,57,2.2
31125,1958,1916,0,8,42,2.1
31127,3560,3480,0,9,80,2.2
31129,2461,2411,0,9,50,2
31131,8403,8222,0,6,181,2.2
31133,1479,1449,0,9,30,2
31135,1808,1778,0,9,30,1.7
31137,5077,4986,0,7,91,1.8
31139,4207,4130,0,9,77,1.8
31141,18381,18020,0,5,361,2
31143,2885,2829,0,8,56,1.9
31145,5880,5767,0,7,113,1.9
31147,4029,3944,0,9,85,2.1
31149,864,851,0,9,13,1.5
31151,7152,6977,0,6,175,2.4
31153,99872,97675,1,2,2197,2.2
31155,11492,11272,1,2,220,1.9
31157,17990,17517,0,5,473,2.6
31159,8899,8719,1,2,180,2
31161,2721,2666,0,9,55,2
31163,1651,1615,0,8,36,2.2
31165,760,744,0,9,16,2.1
31167,3517,3450,0,9,67,1.9
31169,2690,2641,0,9,49,1.8
31171,416,402,0,9,14,3.4
31173,3273,3184,0,8,89,2.7
31175,2068,2023,0,9,45,2.2
31177,11482,11236,1,2,246,2.1
31179,5720,5605,0,7,115,2
31181,1661,1619,0,9,42,2.5
31183,533,524,0,9,9,1.7
31185,7335,7171,0,6,164,2.2
32000,1602652,1520260,,,82392,5.1
32001,11077,10605,0,6,472,4.3
32003,1186493,1122046,1,1,64447,5.4
32005,22657,21628,0,4,1029,4.5
32007,25920,24940,0,5,980,3.8
32009,479,460,0,9,19,4
32011,995,958,0,9,37,3.7
32013,7807,7503,0,7,304,3.9
32015,3151,3038,0,9,113,3.6
32017,2028,1933,0,8,95,4.7
32019,23627,22259,1,2,1368,5.8
32021,1507,1404,0,8,103,6.8
32023,18281,17109,0,4,1172,6.4
32027,2377,2266,0,8,111,4.7
32029,2141,2049,1,2,92,4.3
32031,263489,252761,1,2,10728,4.1
32033,4605,4450,0,9,155,3.4
32510,26018,24850,1,3,1168,4.5
33000,759604,742886,,,16718,2.2
33001,30978,30315,0,4,663,2.1
33003,23024,22502,0,6,522,2.3
33005,38817,37915,0,4,902,2.3
33007,14215,13839,0,7,376,2.6
33009,48303,47365,0,5,938,1.9
33011,239121,233610,1,2,5511,2.3
33013,82275,80709,0,4,1566,1.9
33015,187453,183134,1,1,4319,2.3
33017,72663,71171,1,1,1492,2.1
33019,22756,22328,0,7,428,1.9
34000,4829671,4615722,,,213949,4.4
34001,124235,116946,1,2,7289,5.9
34003,514345,494480,1,1,19865,3.9
34005,252255,242294,1,1,9961,3.9
34007,276187,262852,1,1,13335,4.8
34009,48535,44835,1,2,3700,7.6
34011,69962,65428,1,3,4534,6.5
34013,397420,375401,1,1,22019,5.5
34015,164258,157191,1,1,7067,4.3
34017,385860,368978,1,1,16882,4.4
34019,69322,66902,1,1,2420,3.5
34021,218979,210460,1,2,8519,3.9
34023,470487,451218,1,1,19269,4.1
34025,352981,339416,1,1,13565,3.8
34027,273903,263900,1,1,10003,3.7
34029,302654,289839,1,1,12815,4.2
34031,259188,244903,1,1,14285,5.5
34033,31419,29692,1,1,1727,5.5
34035,182817,175899,1,1,6918,3.8
34037,79040,75673,1,1,3367,4.3
34039,295774,281793,1,1,13981,4.7
34041,60052,57624,1,2,2428,4
35000,965244,928983,,,36261,3.8
35001,344824,332910,1,2,11914,3.5
35003,1129,1074,0,9,55,4.9
35005,27309,26268,0,5,1041,3.8
35006,8151,7728,0,6,423,5.2
35007,5364,5179,0,7,185,3.4
35009,22257,21611,0,5,646,2.9
35011,724,700,0,9,24,3.3
35013,102153,97763,1,3,4390,4.3
35015,32215,31365,0,5,850,2.6
35017,11712,11301,0,7,411,3.5
35019,1507,1446,0,9,61,4
35021,270,260,0,9,10,3.7
35023,1763,1705,0,9,58,3.3
35025,30194,29139,0,5,1055,3.5
35027,9073,8781,0,7,292,3.2
35028,11817,11598,0,6,219,1.9
35029,10089,9077,0,6,1012,10
35031,22694,21518,0,5,1176,5.2
35033,1916,1821,0,8,95,5
35035,24973,23970,0,4,1003,4
35037,2960,2837,0,7,123,4.2
35039,16926,16343,0,6,583,3.4
35041,7855,7569,0,7,286,3.6
35043,69535,67001,1,2,2534,3.6
35045,50865,48740,1,3,2125,4.2
35047,10519,10031,0,6,488,4.6
35049,72966,70517,1,3,2449,3.4
35051,3877,3645,0,6,232,6
35053,6170,5910,0,6,260,4.2
35055,14808,14154,0,7,654,4.4
35057,5499,5220,1,2,279,5.1
35059,1531,1483,0,9,48,3.1
35061,31599,30319,1,2,1280,4.1
36000,9717791,9306973,,,410818,4.2
36001,160625,155345,1,2,5280,3.3
36003,19399,18571,0,7,828,4.3
36005,607911,566410,1,1,41501,6.8
36007,82921,79656,1,3,3265,3.9
36009,33096,31684,0,4,1412,4.3
36011,35666,34380,0,4,1286,3.6
36013,53218,50944,0,4,2274,4.3
36015,34619,33235,1,3,1384,4
36017,21972,21208,0,6,764,3.5
36019,35806,34546,0,4,1260,3.5
36021,30670,29755,0,6,915,3
36023,22426,21473,0,4,953,4.2
36025,18669,17916,0,8,753,4
36027,147036,142236,1,2,4800,3.3
36029,449836,432741,1,1,17095,3.8
36031,17020,16371,0,6,649,3.8
36033,19106,18377,0,7,729,3.8
36035,22577,21591,0,4,986,4.4
36037,29789,28808,0,4,981,3.3
36039,20525,19739,0,6,786,3.8
36041,2242,2130,0,8,112,5
36043,27470,26351,1,2,1119,4.1
36045,44317,42388,1,3,1929,4.4
36047,1225540,1157820,1,1,67720,5.5
36049,11848,11329,0,8,519,4.4
36051,30440,29370,1,1,1070,3.5
36053,32927,31701,1,2,1226,3.7
36055,366441,353007,1,1,13434,3.7
36057,22297,21272,0,4,1025,4.6
36059,737126,714122,1,1,23004,3.1
36061,935314,892343,1,1,42971,4.6
36063,99338,95298,1,1,4040,4.1
36065,100528,96796,1,2,3732,3.7
36067,224014,216184,1,2,7830,3.5
36069,56104,54262,1,1,1842,3.3
36071,193668,187010,1,2,6658,3.4
36073,17233,16549,1,1,684,4
36075,52899,50619,1,2,2280,4.3
36077,26954,25920,0,7,1034,3.8
36079,52179,50548,1,1,1631,3.1
36081,1153534,1100437,1,1,53097,4.6
36083,82853,80116,1,2,2737,3.3
36085,229578,218372,1,1,11206,4.9
36087,162073,157018,1,1,5055,3.1
36089,43114,41229,0,4,1885,4.4
36091,122572,119039,1,2,3533,2.9
36093,78483,75729,1,2,2754,3.5
36095,14943,14322,1,2,621,4.2
36097,8142,7823,0,8,319,3.9
36099,14624,14114,0,6,510,3.5
36101,41209,39573,0,4,1636,4
36103,809422,781979,1,1,27443,3.4
36105,38640,37358,0,6,1282,3.3
36107,22428,21669,1,3,759,3.4
36109,49344,47801,1,3,1543,3.1
36111,88606,85552,1,3,3054,3.4
36113,31463,30304,1,3,1159,3.7
36115,27688,26747,1,3,941,3.4
36117,43611,42145,1,1,1466,3.4
36119,504732,487720,1,1,17012,3.4
36121,17253,16576,0,8,677,3.9
36123,11719,11349,0,6,370,3.2
37000,5231638,5050870,,,180768,3.5
37001,85834,82920,1,3,2914,3.4
37003,18013,17433,1,2,580,3.2
37005,4266,4075,0,9,191,4.5
37007,10263,9849,1,1,414,4
37009,12820,12435,0,9,385,3
37011,7798,7562,0,9,236,3
37013,19376,18592,0,6,784,4
37015,7037,6729,0,9,308,4.4
37017,14513,13900,0,8,613,4.2
37019,59130,56643,1,2,2487,4.2
37021,144131,140230,1,2,3901,2.7
37023,40790,39452,1,2,1338,3.3
37025,118475,114631,1,1,3844,3.2
37027,36321,35092,1,2,1229,3.4
37029,4765,4610,1,1,155,3.3
37031,32691,31631,0,4,1060,3.2
37033,9825,9476,0,8,349,3.6
37035,79367,76755,1,2,2612,3.3
37037,38077,36951,1,2,1126,3
37039,10968,10544,0,9,424,3.9
37041,5916,5703,0,8,213,3.6
37043,4205,4049,0,9,156,3.7
37045,49621,47901,0,4,1720,3.5
37047,22330,21438,0,6,892,4
37049,42784,41301,0,4,1483,3.5
37051,129432,123330,1,2,6102,4.7
37053,14881,14426,1,1,455,3.1
37055,20255,19454,0,4,801,4
37057,81401,78659,1,2,2742,3.4
37059,20731,20080,1,2,651,3.1
37061,25522,24676,0,8,846,3.3
37063,182531,176950,1,2,5581,3.1
37065,20046,18897,1,3,1149,5.7
37067,188507,181846,1,2,6661,3.5
37069,34905,33688,1,1,1217,3.5
37071,116898,112933,1,1,3965,3.4
37073,5203,5029,1,1,174,3.3
37075,2940,2812,0,9,128,4.4
37077,30481,29552,0,6,929,3
37079,9652,9373,0,8,279,2.9
37081,260038,249860,1,2,10178,3.9
37083,19274,18276,0,4,998,5.2
37085,55643,53470,0,4,2173,3.9
37087,30680,29756,0,4,924,3
37089,56343,54705,1,2,1638,2.9
37091,8415,8022,0,8,393,4.7
37093,20525,19614,1,2,911,4.4
37095,1774,1671,0,9,103,5.8
37097,96551,93417,1,1,3134,3.2
37099,20030,19310,0,7,720,3.6
37101,110895,107369,1,1,3526,3.2
37103,4370,4232,0,8,138,3.2
37105,25704,24680,0,4,1024,4
37107,27780,26826,0,4,954,3.4
37109,47301,45881,1,1,1420,3
37111,20276,19623,0,6,653,3.2
37113,16490,15968,0,7,522,3.2
37115,10232,9908,1,2,324,3.2
37117,8646,8269,0,6,377,4.4
37119,665695,643343,1,1,22352,3.4
37121,6187,5963,0,8,224,3.6
37123,11229,10822,0,8,407,3.6
37125,43036,41555,1,3,1481,3.4
37127,42055,40141,1,3,1914,4.6
37129,132975,128796,1,2,4179,3.1
37131,7268,6934,0,9,334,4.6
37133,69558,66767,1,3,2791,4
37135,83045,80644,1,2,2401,2.9
37137,5580,5398,0,9,182,3.3
37139,17067,16375,0,4,692,4.1
37141,31484,30478,1,2,1006,3.2
37143,5048,4846,0,8,202,4
37145,19150,18482,1,2,668,3.5
37147,89299,85787,1,3,3512,3.9
37149,9469,9158,0,8,311,3.3
37151,65385,63027,1,2,2358,3.6
37153,17062,16283,0,4,779,4.6
37155,48220,45824,0,4,2396,5
37157,39442,37876,1,2,1566,4
37159,69023,66688,1,1,2335,3.4
37161,24392,23267,0,4,1125,4.6
37163,27978,26985,0,6,993,3.5
37165,11226,10518,0,6,708,6.3
37167,32089,31119,0,6,970,3
37169,21613,20942,1,2,671,3.1
37171,33283,32228,0,6,1055,3.2
37173,7119,6910,0,9,209,2.9
37175,14903,14422,0,6,481,3.2
37177,1325,1258,0,9,67,5.1
37179,132893,128911,1,1,3982,3
37181,16752,15850,0,6,902,5.4
37183,648814,629344,1,1,19470,3
37185,6294,5956,0,8,338,5.4
37187,4321,4114,0,9,207,4.8
37189,29969,29070,0,5,899,3
37191,51478,49551,1,3,1927,3.7
37193,26333,25352,0,6,981,3.7
37195,33942,32264,0,4,1678,4.9
37197,17608,17054,1,2,554,3.1
37199,8371,8110,0,8,261,3.1
38000,416722,408909,,,7813,1.9
38001,952,935,0,9,17,1.8
38003,5200,5090,0,6,110,2.1
38005,2305,2243,0,9,62,2.7
38007,465,457,0,9,8,1.7
38009,3007,2936,0,8,71,2.4
38011,1552,1532,0,9,20,1.3
38013,1068,1051,0,8,17,1.6
38015,51943,51034,1,3,909,1.7
38017,111299,109423,1,3,1876,1.7
38019,1837,1796,0,9,41,2.2
38021,2258,2220,0,9,38,1.7
38023,1546,1528,0,9,18,1.2
38025,3163,3127,0,9,36,1.1
38027,1178,1147,0,9,31,2.6
38029,1472,1411,0,8,61,4.1
38031,1519,1491,0,9,28,1.8
38033,864,850,0,9,14,1.6
38035,37962,37310,1,3,652,1.7
38037,1237,1217,0,8,20,1.6
38039,1027,1007,0,9,20,1.9
38041,1350,1328,0,9,22,1.6
38043,1333,1291,0,8,42,3.2
38045,2104,2066,0,9,38,1.8
38047,857,837,0,9,20,2.3
38049,3138,3050,1,3,88,2.8
38051,1073,1053,0,9,20,1.9
38053,9803,9679,0,7,124,1.3
38055,4753,4638,0,8,115,2.4
38057,3661,3567,0,8,94,2.6
38059,17126,16728,1,3,398,2.3
38061,6596,6515,0,8,81,1.2
38063,1448,1412,0,8,36,2.5
38065,883,856,1,3,27,3.1
38067,3238,3147,0,9,91,2.8
38069,1702,1659,0,9,43,2.5
38071,5655,5539,0,7,116,2.1
38073,2620,2580,0,8,40,1.5
38075,1232,1211,1,3,21,1.7
38077,8893,8743,0,6,150,1.7
38079,4734,4473,0,9,261,5.5
38081,2246,2212,0,9,34,1.5
38083,650,633,0,8,17,2.6
38085,1221,1192,0,9,29,2.4
38087,339,331,0,9,8,2.4
38089,18628,18342,0,5,286,1.5
38091,947,928,0,8,19,2
38093,10762,10566,0,7,196,1.8
38095,1149,1126,0,9,23,2
38097,4564,4487,0,8,77,1.7
38099,5199,5047,0,8,152,2.9
38101,32207,31534,1,3,673,2.1
38103,1917,1864,0,9,53,2.8
38105,22847,22471,0,5,376,1.6
39000,5786996,5582438,,,204558,3.5
39001,11111,10550,0,8,561,5
39003,46896,45151,1,3,1745,3.7
39005,25732,24848,0,6,884,3.4
39007,42855,41154,1,1,1701,4
39009,25976,24824,0,4,1152,4.4
39011,24652,24003,0,4,649,2.6
39013,27716,26508,1,3,1208,4.4
39015,19666,18864,1,1,802,4.1
39017,199441,193048,1,1,6393,3.2
39019,12588,12096,1,2,492,3.9
39021,19487,18867,0,6,620,3.2
39023,63224,60944,1,3,2280,3.6
39025,109258,105774,1,1,3484,3.2
39027,18147,17427,0,6,720,4
39029,44985,43100,0,4,1885,4.2
39031,13852,13234,0,7,618,4.5
39033,17753,16996,0,4,757,4.3
39035,605553,582260,1,1,23293,3.8
39037,25758,24953,0,6,805,3.1
39039,17573,16964,0,6,609,3.5
39041,116479,113218,1,1,3261,2.8
39043,36380,34780,1,3,1600,4.4
39045,80859,78328,1,1,2531,3.1
39047,13741,13247,0,6,494,3.6
39049,714097,691659,1,1,22438,3.1
39051,21852,21080,1,2,772,3.5
39053,12195,11670,0,6,525,4.3
39055,48777,47243,1,1,1534,3.1
39057,82404,79747,1,2,2657,3.2
39059,17865,17089,0,6,776,4.3
39061,422180,408524,1,1,13656,3.2
39063,40035,38883,0,4,1152,2.9
39065,12959,12472,0,6,487,3.8
39067,6637,6364,0,8,273,4.1
39069,12903,12363,0,6,540,4.2
39071,17452,16657,0,6,795,4.6
39073,13027,12546,1,1,481,3.7
39075,21789,21172,0,9,617,2.8
39077,27808,26562,0,4,1246,4.5
39079,12566,11992,0,7,574,4.6
39081,26773,25408,1,3,1365,5.1
39083,31310,30288,0,6,1022,3.3
39085,126021,121793,1,1,4228,3.4
39087,23518,22554,1,2,964,4.1
39089,92612,89744,1,1,2868,3.1
39091,22831,22139,0,4,692,3
39093,155146,149247,1,1,5899,3.8
39095,205391,196795,1,2,8596,4.2
39097,21162,20537,1,1,625,3
39099,98452,94271,1,2,4181,4.2
39101,26987,26061,0,4,926,3.4
39103,98751,95667,1,1,3084,3.1
39105,8599,8136,0,8,463,5.4
39107,23062,22543,0,7,519,2.3
39109,53608,51881,1,2,1727,3.2
39111,5186,4900,0,8,286,5.5
39113,246649,237282,1,2,9367,3.8
39115,6872,6566,0,8,306,4.5
39117,17118,16519,1,1,599,3.5
39119,41280,39718,0,4,1562,3.8
39121,4584,4359,0,9,225,4.9
39123,20790,19796,1,3,994,4.8
39125,8781,8512,0,8,269,3.1
39127,16076,15429,1,1,647,4
39129,26989,26098,1,1,891,3.3
39131,11214,10693,0,9,521,4.6
39133,86020,83050,1,2,2970,3.5
39135,21683,21015,0,6,668,3.1
39137,18892,18395,0,6,497,2.6
39139,50601,48502,1,3,2099,4.1
39141,35444,34246,0,4,1198,3.4
39143,29963,28904,0,4,1059,3.5
39145,29584,28163,0,4,1421,4.8
39147,26461,25512,0,4,949,3.6
39149,23672,22928,0,4,744,3.1
39151,180968,174311,1,2,6657,3.7
39153,267894,258006,1,2,9888,3.7
39155,83114,79479,1,2,3635,4.4
39157,44851,43247,0,4,1604,3.6
39159,30437,29589,1,1,848,2.8
39161,14634,14220,0,6,414,2.8
39163,5440,5181,0,8,259,4.8
39165,124076,120341,1,1,3735,3
39167,26869,25729,0,4,1140,4.2
39169,60740,59030,0,4,1710,2.8
39171,18167,17595,0,7,572,3.1
39173,70080,67823,1,2,2257,3.2
39175,13429,13079,0,7,350,2.6
4000,3690974,3546508,,,144466,3.9
40000,1963240,1899949,,,63291,3.2
40001,8798,8467,0,8,331,3.8
40003,2748,2675,0,8,73,2.7
40005,5214,5018,0,9,196,3.8
40007,2793,2734,0,9,59,2.1
40009,10767,10448,0,7,319,3
4001,18283,16842,0,8,1441,7.9
40011,4403,4303,0,8,100,2.3
40013,24414,23695,0,6,719,2.9
40015,12093,11687,0,6,406,3.4
40017,84372,82063,1,1,2309,2.7
40019,22296,21476,0,5,820,3.7
40021,21011,20271,0,6,740,3.5
40023,6878,6609,0,9,269,3.9
40025,1414,1386,0,9,28,2
40027,155542,151209,1,1,4333,2.8
40029,2397,2300,0,9,97,4
4003,49585,47337,1,3,2248,4.5
40031,48770,46860,1,3,1910,3.9
40033,2748,2664,1,3,84,3.1
40035,5945,5742,0,6,203,3.4
40037,32804,31682,1,1,1122,3.4
40039,15445,15020,0,5,425,2.8
40041,20366,19688,0,6,678,3.3
40043,3222,3156,0,9,66,2
40045,2128,2078,0,9,50,2.3
40047,26749,25889,1,3,860,3.2
40049,13127,12723,0,6,404,3.1
4005,75192,72034,1,3,3158,4.2
40051,28633,27796,1,1,837,2.9
40053,2898,2839,0,8,59,2
40055,1923,1849,0,9,74,3.8
40057,1243,1211,0,9,32,2.6
40059,1882,1838,0,9,44,2.3
40061,4471,4257,0,8,214,4.8
40063,5321,5109,0,9,212,4
40065,11172,10843,0,7,329,2.9
40067,2549,2458,0,8,91,3.6
40069,4204,4043,0,9,161,3.8
4007,20652,19763,0,4,889,4.3
40071,18526,17861,0,4,665,3.6
40073,9288,9079,0,8,209,2.3
40075,3750,3615,0,8,135,3.6
40077,3940,3753,0,9,187,4.7
40079,20183,19371,0,6,812,4
40081,16955,16409,1,1,546,3.2
40083,24520,23769,1,1,751,3.1
40085,6198,6029,0,9,169,2.7
40087,21908,21279,1,1,629,2.9
40089,16462,15778,0,7,684,4.2
4009,16670,16056,0,7,614,3.7
40091,7508,7099,0,8,409,5.4
40093,3873,3771,0,8,102,2.6
40095,7778,7526,0,9,252,3.2
40097,20564,19897,0,6,667,3.2
40099,5903,5703,0,9,200,3.4
40101,28618,27497,0,4,1121,3.9
40103,5981,5824,0,8,157,2.6
40105,4790,4645,0,8,145,3
40107,4665,4472,0,8,193,4.1
40109,417327,404156,1,1,13171,3.2
4011,4722,4587,0,9,135,2.9
40111,16285,15601,1,1,684,4.2
40113,21473,20684,1,1,789,3.7
40115,15393,14925,0,6,468,3
40117,7677,7407,1,1,270,3.5
40119,40757,39533,0,4,1224,3
4012,9093,8660,0,6,433,4.8
40121,16759,16002,0,7,757,4.5
40123,19992,19374,0,7,618,3.1
40125,34153,32918,0,4,1235,3.6
40127,4718,4533,0,9,185,3.9
40129,1854,1810,0,9,44,2.4
4013,2441028,2357541,1,1,83487,3.4
40131,47584,46181,1,1,1403,2.9
40133,9743,9280,0,7,463,4.8
40135,17329,16690,1,3,639,3.7
40137,19980,19272,0,4,708,3.5
40139,12299,12043,0,7,256,2.1
40141,2972,2833,0,8,139,4.7
40143,341418,330507,1,1,10911,3.2
40145,40998,39678,1,1,1320,3.2
40147,23307,22516,0,4,791,3.4
40149,5393,5224,0,9,169,3.1
4015,90082,86020,1,3,4062,4.5
40151,4644,4554,0,7,90,1.9
40153,9041,8769,0,7,272,3
4017,40101,37829,0,4,2272,5.7
4019,494336,475422,1,1,18914,3.8
4021,204252,195853,1,1,8399,4.1
4023,19216,17760,0,6,1456,7.6
4025,109164,105223,1,3,3941,3.6
4027,98597,85581,1,3,13016,13.2
41000,2162127,2081652,,,80475,3.7
41001,7083,6775,0,7,308,4.3
41003,49345,47861,1,3,1484,3
41005,225075,217509,1,1,7566,3.4
41007,19668,18946,0,4,722,3.7
41009,24967,23874,1,1,1093,4.4
41011,26663,25457,0,5,1206,4.5
41013,11175,10556,1,3,619,5.5
41015,9030,8611,0,7,419,4.6
41017,104662,100812,1,3,3850,3.7
41019,46962,44756,0,4,2206,4.7
41021,939,900,0,9,39,4.2
41023,3184,3024,0,9,160,5
41025,3624,3472,0,9,152,4.2
41027,14178,13759,0,6,419,3
41029,105402,100828,1,3,4574,4.3
41031,10286,9814,1,3,472,4.6
41033,35732,33923,1,3,1809,5.1
41035,29952,28398,0,5,1554,5.2
41037,3605,3425,0,9,180,5
41039,182141,174945,1,2,7196,4
41041,21205,20305,0,5,900,4.2
41043,60545,58081,1,3,2464,4.1
41045,12844,12374,0,6,470,3.7
41047,169991,163655,1,2,6336,3.7
41049,6099,5891,0,8,208,3.4
41051,465029,448461,1,1,16568,3.6
41053,42696,41094,1,2,1602,3.8
41055,967,930,0,9,37,3.8
41057,12166,11708,0,7,458,3.8
41059,38603,37029,0,4,1574,4.1
41061,12063,11589,0,7,474,3.9
41063,3585,3426,0,9,159,4.4
41065,13174,12645,0,7,529,4
41067,332643,321932,1,1,10711,3.2
41069,798,776,0,9,22,2.8
41071,56047,54113,1,1,1934,3.5
42000,6518343,6295653,,,222690,3.4
42001,55049,53619,1,3,1430,2.6
42003,632239,611346,1,1,20893,3.3
42005,31079,29858,1,1,1221,3.9
42007,81676,78350,1,1,3326,4.1
42009,24620,23756,0,8,864,3.5
42011,215039,207558,1,2,7481,3.5
42013,59022,57058,1,3,1964,3.3
42015,28583,27647,0,6,936,3.3
42017,353140,342521,1,1,10619,3
42019,98706,95635,1,1,3071,3.1
42021,55335,53046,1,3,2289,4.1
42023,1904,1808,0,9,96,5
42025,32782,31513,1,2,1269,3.9
42027,79907,77746,1,3,2161,2.7
42029,298501,290825,1,1,7676,2.6
42031,16015,15350,0,6,665,4.2
42033,35268,33884,0,4,1384,3.9
42035,17354,16654,0,6,700,4
42037,34443,33199,0,4,1244,3.6
42039,37838,36448,0,4,1390,3.7
42041,136651,132991,1,2,3660,2.7
42043,147746,143006,1,2,4740,3.2
42045,301607,292015,1,1,9592,3.2
42047,14514,14031,0,7,483,3.3
42049,126496,121633,1,2,4863,3.8
42051,54806,52315,1,1,2491,4.5
42053,1715,1625,0,9,90,5.2
42055,77172,74942,1,3,2230,2.9
42057,7353,7126,0,8,227,3.1
42059,15626,15049,0,6,577,3.7
42061,19410,18571,0,6,839,4.3
42063,36715,35227,0,4,1488,4.1
42065,19421,18677,0,7,744,3.8
42067,12638,12206,0,8,432,3.4
42069,105523,101571,1,2,3952,3.7
42071,291261,283369,1,2,7892,2.7
42073,39162,37512,1,1,1650,4.2
42075,75170,73041,1,3,2129,2.8
42077,199532,192257,1,2,7275,3.6
42079,158844,151947,1,2,6897,4.3
42081,55485,53521,1,3,1964,3.5
42083,16704,15976,0,7,728,4.4
42085,47803,45998,0,4,1805,3.8
42087,21289,20552,0,4,737,3.5
42089,82516,78822,0,4,3694,4.5
42091,470309,457292,1,1,13017,2.8
42093,9383,9131,0,6,252,2.7
42095,166162,160416,1,2,5746,3.5
42097,42698,41009,0,4,1689,4
42099,25022,24306,1,2,716,2.9
42101,742808,711377,1,1,31431,4.2
42103,25951,24751,0,6,1200,4.6
42105,6849,6523,0,9,326,4.8
42107,66134,63477,0,4,2657,4
42109,19830,19157,0,7,673,3.4
42111,32542,31254,0,6,1288,4
42113,2587,2486,0,8,101,3.9
42115,20470,19809,0,8,661,3.2
42117,18772,18050,0,8,722,3.8
42119,19886,19318,0,6,568,2.9
42121,21007,20118,0,4,889,4.2
42123,17434,16788,0,6,646,3.7
42125,104575,100979,1,1,3596,3.4
42127,22898,22009,0,6,889,3.9
42129,175548,169433,1,1,6115,3.5
42131,13563,13065,1,2,498,3.7
42133,240265,233107,1,2,7158,3
44000,573848,556609,,,17239,3
44001,26730,26055,1,1,675,2.5
44003,94241,91699,1,1,2542,2.7
44005,45403,44211,1,1,1192,2.6
44007,336591,325520,1,1,11071,3.3
44009,70883,69124,1,1,1759,2.5
45000,2453060,2380392,,,72668,3
45001,9565,9214,0,6,351,3.7
45003,74151,71936,1,2,2215,3
45005,2323,2200,0,8,123,5.3
45007,94227,91622,1,2,2605,2.8
45009,4585,4341,0,9,244,5.3
45011,7660,7328,0,8,332,4.3
45013,79850,77626,1,3,2224,2.8
45015,115330,112230,1,2,3100,2.7
45017,6600,6385,1,2,215,3.3
45019,226376,220866,1,2,5510,2.4
45021,23381,22401,0,6,980,4.2
45023,13740,13199,1,1,541,3.9
45025,21385,20699,0,6,686,3.2
45027,12128,11646,0,8,482,4
45029,16326,15819,0,6,507,3.1
45031,30455,29458,1,3,997,3.3
45033,13042,12471,0,6,571,4.4
45035,83627,81492,1,2,2135,2.6
45037,10387,10067,1,2,320,3.1
45039,9453,9076,1,2,377,4
45041,67625,65616,1,3,2009,3
45043,26509,25647,0,4,862,3.3
45045,268077,260980,1,2,7097,2.6
45047,30030,28972,0,4,1058,3.5
45049,8112,7885,0,8,227,2.8
45051,158224,152818,1,2,5406,3.4
45053,13752,13389,1,3,363,2.6
45055,30234,29337,1,2,897,3
45057,44903,43430,1,1,1473,3.3
45059,30993,30015,1,2,978,3.2
