fips_code,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2023,Unemployment_rate_2023
54007,5056,4800,0,8,256,5.1
54009,9665,9180,1,3,485,5
54011,41405,39888,1,2,1517,3.7
54013,2479,2301,0,8,178,7.2
54015,3031,2855,1,3,176,5.8
54017,3710,3592,0,9,118,3.2
54019,15925,15223,1,3,702,4.4
54021,2245,2126,0,9,119,5.3
54023,6069,5841,0,9,228,3.8
54025,15155,14598,0,6,557,3.7
54027,11150,10833,1,3,317,2.8
54029,12839,12097,1,3,742,5.8
54031,5783,5532,0,8,251,4.3
54033,34137,33023,0,5,1114,3.3
54035,12092,11589,0,8,503,4.2
54037,31137,30301,1,1,836,2.7
54039,81989,79034,1,3,2955,3.6
54041,6221,5935,0,9,286,4.6
54043,7025,6684,0,8,341,4.9
54045,11344,10873,0,6,471,4.2
54047,4048,3788,0,9,260,6.4
54049,25037,24027,0,4,1010,4
54051,13151,12497,1,3,654,5
54053,10126,9665,0,6,461,4.6
54055,20639,19730,0,4,909,4.4
54057,12191,11692,0,7,499,4.1
54059,6462,6119,0,8,343,5.3
54061,55589,53863,1,3,1726,3.1
54063,5960,5781,0,8,179,3
54065,8513,8246,1,2,267,3.1
54067,9005,8587,0,8,418,4.6
54069,20009,19246,1,3,763,3.8
54071,3714,3616,0,8,98,2.6
54073,2664,2520,0,8,144,5.4
54075,3665,3500,0,9,165,4.5
54077,15474,14874,1,3,600,3.9
54079,26893,26010,1,2,883,3.3
54081,30112,29007,1,3,1105,3.7
54083,11751,11192,0,7,559,4.8
54085,4003,3832,0,8,171,4.3
54087,4979,4679,0,8,300,6
54089,4438,4266,0,8,172,3.9
54091,7909,7616,0,6,293,3.7
54093,3576,3453,0,9,123,3.4
54095,2915,2742,0,9,173,5.9
54097,9826,9372,0,7,454,4.6
54099,15568,14927,1,2,641,4.1
54101,3033,2878,0,9,155,5.1
54103,6462,6083,0,7,379,5.9
54105,2242,2112,1,3,130,5.8
54107,36481,34984,1,3,1497,4.1
54109,7233,6923,0,8,310,4.3
55000,3133909,3038960,,,94949,3
55001,8065,7654,0,8,411,5.1
55003,7530,7248,0,7,282,3.7
55005,23848,22997,0,6,851,3.6
55007,7406,7070,0,8,336,4.5
55009,142593,138725,1,2,3868,2.7
55011,6139,5868,0,8,271,4.4
55013,7407,7067,0,8,340,4.6
55015,27934,27272,1,3,662,2.4
55017,34158,32956,1,3,1202,3.5
55019,17400,16918,0,8,482,2.8
55021,32562,31715,1,2,847,2.6
55023,6968,6694,0,6,274,3.9
55025,339315,331631,1,2,7684,2.3
55027,48509,47239,0,4,1270,2.6
55029,15590,15117,0,6,473,3
55031,23065,22062,1,2,1003,4.3
55033,24335,23512,0,6,823,3.4
55035,60806,59161,1,3,1645,2.7
55037,2187,2112,0,9,75,3.4
55039,56335,54837,1,3,1498,2.7
55041,3947,3756,0,9,191,4.8
55043,26740,25962,0,6,778,2.9
55045,21256,20738,1,2,518,2.4
55047,9205,8891,0,6,314,3.4
55049,13843,13484,1,2,359,2.6
55051,2573,2432,0,9,141,5.5
55053,9227,8868,0,8,359,3.9
55055,46192,44919,0,4,1273,2.8
55057,13603,13169,0,8,434,3.2
55059,91612,88461,1,3,3151,3.4
55061,10830,10559,1,2,271,2.5
55063,67181,65458,1,3,1723,2.6
55065,10702,10458,0,8,244,2.3
55067,9226,8898,0,6,328,3.6
55069,14610,14140,0,6,470,3.2
55071,40702,39480,0,4,1222,3
55073,72746,70751,1,3,1995,2.7
55075,19056,18293,0,6,763,4
55077,7761,7471,0,8,290,3.7
55078,1515,1422,0,9,93,6.1
55079,466290,448733,1,1,17557,3.8
55081,23663,23029,0,4,634,2.7
55083,20753,20076,1,2,677,3.3
55085,18189,17563,0,7,626,3.4
55087,105917,103184,1,3,2733,2.6
55089,49543,48253,1,1,1290,2.6
55091,4158,4028,0,8,130,3.1
55093,24876,24010,1,1,866,3.5
55095,25191,24151,0,8,1040,4.1
55097,37818,36695,0,4,1123,3
55099,6389,6174,0,9,215,3.4
55101,99921,96372,1,3,3549,3.6
55103,8817,8551,0,8,266,3
55105,88555,85554,1,3,3001,3.4
55107,6384,6146,0,8,238,3.7
55109,50707,48919,1,1,1788,3.5
55111,35288,34354,0,4,934,2.6
55113,8104,7762,0,9,342,4.2
55115,20476,19862,0,6,614,3
55117,62608,61066,1,3,1542,2.5
55119,10696,10298,0,8,398,3.7
55121,14756,14246,0,8,510,3.5
55123,15253,14823,1,3,430,2.8
55125,10457,10044,0,9,413,3.9
55127,59115,57386,0,4,1729,2.9
55129,7682,7394,0,8,288,3.7
55131,77508,75531,1,1,1977,2.6
55133,226852,220851,1,1,6001,2.6
55135,25318,24548,0,6,770,3
55137,11223,10833,0,8,390,3.5
55139,93234,90754,1,3,2480,2.7
55141,33492,32307,0,4,1185,3.5
56000,295207,286669,,,8538,2.9
56001,21491,20932,0,4,559,2.6
56003,5160,4992,0,9,168,3.3
56005,23349,22726,0,5,623,2.7
56007,7252,7038,0,7,214,3
56009,7701,7521,0,6,180,2.3
56011,3886,3794,0,9,92,2.4
56013,19097,18451,0,7,646,3.4
56015,6439,6274,0,7,165,2.6
56017,2333,2273,0,9,60,2.6
56019,4374,4253,0,9,121,2.8
56021,48889,47438,1,3,1451,3
56023,9793,9510,0,9,283,2.9
56025,39602,38349,1,3,1253,3.2
56027,1168,1138,0,9,30,2.6
56029,15757,15306,0,7,451,2.9
56031,4259,4134,0,8,125,2.9
56033,16286,15843,0,7,443,2.7
56035,3979,3848,0,9,131,3.3
56037,20251,19575,0,5,676,3.3
56039,17327,16955,0,7,372,2.1
56041,9096,8807,0,7,289,3.2
56043,3843,3716,0,9,127,3.3
56045,3876,3795,0,9,81,2.1
6000,19308287,18388329,,,919958,4.8
6001,826102,792439,1,1,33663,4.1
6003,540,505,0,8,35,6.5
6005,14404,13673,0,6,731,5.1
6007,91910,87088,1,3,4822,5.2
6009,21956,21030,0,6,926,4.2
6011,10576,9202,0,6,1374,13
6013,550610,527843,1,1,22767,4.1
6015,9443,8904,0,7,539,5.7
6017,93670,89963,1,1,3707,4
6019,461040,426635,1,1,34405,7.5
6021,12792,11989,0,6,803,6.3
6023,59947,57189,0,5,2758,4.6
6025,73294,60637,1,3,12657,17.3
6027,8355,8039,0,6,316,3.8
6029,393736,360971,1,2,32765,8.3
6031,58232,53451,1,3,4781,8.2
6033,28706,27045,0,4,1661,5.8
6035,8624,8176,0,7,448,5.2
6037,5015629,4763587,1,1,252042,5
6039,64206,59404,1,1,4802,7.5
6041,132018,127638,1,1,4380,3.3
6043,7603,7216,0,8,387,5.1
6045,37377,35621,0,4,1756,4.7
6047,118932,108224,1,2,10708,9
6049,3265,3058,0,8,207,6.3
6051,9102,8755,0,7,347,3.8
6053,217665,202396,1,2,15269,7
6055,71973,69429,1,3,2544,3.5
6057,48838,46925,0,4,1913,3.9
6059,1588873,1532415,1,1,56458,3.6
6061,194719,187464,1,1,7255,3.7
6063,7423,6883,0,9,540,7.3
6065,1157871,1102297,1,1,55574,4.8
6067,731046,698518,1,1,32528,4.4
6069,32408,30475,1,1,1933,6
6071,1013665,966511,1,1,47154,4.7
6073,1596432,1534417,1,1,62015,3.9
6075,563326,544928,1,1,18398,3.3
6077,346764,325140,1,2,21624,6.2
6079,136314,131600,1,2,4714,3.5
6081,445393,431899,1,1,13494,3
6083,218248,209269,1,2,8979,4.1
6085,1038951,1002573,1,1,36378,3.5
6087,133217,125570,1,2,7647,5.7
6089,73889,70091,1,3,3798,5.1
6091,1332,1270,0,8,62,4.7
6093,16716,15649,0,7,1067,6.4
6095,203063,193619,1,2,9444,4.7
6097,247963,238991,1,2,8972,3.6
6099,244926,229171,1,2,15755,6.4
6101,46736,43098,1,3,3638,7.8
6103,26071,24552,0,4,1519,5.8
6105,4560,4301,0,8,259,5.7
6107,213303,191983,1,2,21320,10
6109,19979,18979,0,4,1000,5
6111,412931,395282,1,2,17649,4.3
6113,109753,104602,1,1,5151,4.7
6115,31878,29754,1,3,2124,6.7
72000,1197463,1127126,,,70337,5.9
72001,4574,4165,0,6,409,8.9
72003,13580,12639,1,2,941,6.9
72005,16515,15224,1,2,1291,7.8
72007,7136,6690,1,1,446,6.3
72009,6964,6429,1,1,535,7.7
72011,10219,9590,1,2,629,6.2
72013,26652,24879,1,3,1773,6.7
72015,4945,4479,1,3,466,9.4
72017,6463,5950,1,1,513,7.9
72019,8023,7410,1,1,613,7.6
72021,70782,67556,1,1,3226,4.6
72023,15186,14190,1,3,996,6.6
72025,52368,49873,1,1,2495,4.8
72027,10712,10033,1,3,679,6.3
72029,17795,17017,1,1,778,4.4
72031,66765,63981,1,1,2784,4.2
72033,8406,8054,1,1,352,4.2
72035,17750,16836,1,1,914,5.1
72037,3927,3659,1,1,268,6.8
72039,3993,3670,1,1,323,8.1
72041,16958,16135,1,1,823,4.9
72043,11277,10369,0,4,908,8.1
72045,5394,5001,1,1,393,7.3
72047,9586,8936,1,1,650,6.8
72049,1036,1018,0,9,18,1.7
72051,14857,14165,1,1,692,4.7
72053,11562,10765,1,1,797,6.9
72054,3594,3291,1,1,303,8.4
72055,4150,3667,0,6,483,11.6
72057,11557,10715,1,3,842,7.3
72059,5403,4795,1,2,608,11.3
72061,41553,40398,1,1,1155,2.8
72063,20623,19776,1,1,847,4.1
72065,15116,13955,1,3,1161,7.7
72067,6010,5729,1,3,281,4.7
72069,19293,17980,1,1,1313,6.8
72071,13552,12620,1,2,932,6.9
72073,4760,4300,0,6,460,9.7
72075,17141,15883,1,2,1258,7.3
72077,13636,12771,1,1,865,6.3
72079,5667,5138,1,3,529,9.3
72081,7769,6992,0,4,777,10
72083,2929,2650,0,8,279,9.5
72085,12598,11788,1,1,810,6.4
72087,9019,8556,1,1,463,5.1
72089,6733,6299,1,1,434,6.4
72091,12240,11527,1,1,713,5.8
72093,2190,1990,0,8,200,9.1
72095,3171,2767,1,1,404,12.7
72097,24367,22706,1,3,1661,6.8
72099,12002,11063,1,2,939,7.8
72101,8836,8218,1,1,618,7
72103,9031,8499,1,1,532,5.9
72105,7706,7198,1,1,508,6.6
72107,5325,4864,1,1,461,8.7
72109,4406,3963,1,3,443,10.1
72111,6224,5584,1,2,640,10.3
72113,49000,45612,1,2,3388,6.9
72115,6722,6234,1,3,488,7.3
72117,5418,4883,1,2,535,9.9
72119,18479,17596,1,1,883,4.8
72121,6433,5900,1,3,533,8.3
72123,7598,6905,0,4,693,9.1
72125,10518,9693,1,3,825,7.8
72127,146265,140088,1,1,6177,4.2
72129,12689,11892,1,1,797,6.3
72131,11406,10332,1,2,1074,9.4
72133,8485,7764,0,6,721,8.5
72135,30478,29213,1,1,1265,4.2
72137,31631,30319,1,1,1312,4.1
72139,29476,28673,1,1,803,2.7
72141,7526,6883,0,6,643,8.5
72143,10599,10020,1,1,579,5.5
72145,14333,13276,1,1,1057,7.4
72147,2720,2603,0,6,117,4.3
72149,7819,6988,1,2,831,10.6
72151,9365,8583,1,1,782,8.4
72153,10488,9278,1,2,1210,11.5
8000,3230482,3128115,,,102367,3.2
8001,284585,274865,1,1,9720,3.4
8003,7945,7649,0,7,296,3.7
8005,378591,366811,1,1,11780,3.1
8007,6820,6599,0,7,221,3.2
8009,2038,1997,0,9,41,2
8011,1786,1732,0,9,54,3
8013,202678,196908,1,2,5770,2.8
8014,43062,41759,1,1,1303,3
8015,10009,9708,0,6,301,3
8017,1038,1016,0,9,22,2.1
8019,6197,6024,1,1,173,2.8
8021,3854,3726,0,9,128,3.3
8023,1802,1722,0,9,80,4.4
8025,1348,1291,0,8,57,4.2
8027,2198,2128,0,8,70,3.2
8029,13605,13112,0,6,493,3.6
8031,441205,426428,1,1,14777,3.3
8033,1106,1074,0,9,32,2.9
8035,210345,204268,1,1,6077,2.9
8037,34923,34007,0,5,916,2.6
8039,16119,15693,1,1,426,2.6
8041,365168,352979,1,2,12189,3.3
8043,14325,13629,0,4,696,4.9
8045,31455,30539,0,5,916,2.9
8047,3958,3852,1,1,106,2.7
8049,9377,9121,0,9,256,2.7
8051,11419,11121,0,7,298,2.6
8053,409,397,0,9,12,2.9
8055,2462,2318,0,8,144,5.8
8057,928,908,0,9,20,2.2
8059,346425,336212,1,1,10213,2.9
8061,868,849,0,9,19,2.2
8063,4125,4049,0,9,76,1.8
8065,4937,4813,0,9,124,2.5
8067,30889,29976,0,6,913,3
8069,214249,208186,1,2,6063,2.8
8071,5934,5638,0,7,296,5
8073,2231,2168,0,8,63,2.8
8075,10043,9770,0,6,273,2.7
8077,76553,73894,1,3,2659,3.5
8079,479,467,0,9,12,2.5
8081,6909,6685,0,7,224,3.2
8083,12010,11534,0,6,476,4
8085,21339,20641,0,5,698,3.3
8087,15381,14917,0,6,464,3
8089,7664,7346,0,6,318,4.1
8091,2455,2377,0,9,78,3.2
8093,11706,11378,1,1,328,2.8
8095,2404,2352,0,9,52,2.2
8097,10785,10426,0,7,359,3.3
8099,6150,5978,0,7,172,2.8
8101,75732,72379,1,3,3353,4.4
8103,2737,2647,0,9,90,3.3
8105,5209,5002,0,9,207,4
8107,16098,15688,0,7,410,2.5
8109,3369,3250,0,9,119,3.5
8111,579,564,0,9,15,2.6
8113,5624,5442,0,9,182,3.2
8115,1098,1064,0,9,34,3.1
8117,22136,21633,0,5,503,2.3
8119,13615,13204,1,2,411,3
8121,2677,2615,0,9,62,2.3
8123,171959,166337,1,2,5622,3.3
8125,5364,5256,0,9,108,2
9000,1893200,1822088,,,71112,3.8
9001,479451,460916,,,18535,3.9
9003,472925,455067,,,17858,3.8
9005,103429,99887,,,3542,3.4
9007,93043,90036,,,3007,3.2
9009,463284,445197,,,18087,3.9
9011,132752,127951,,,4801,3.6
9013,85542,82699,,,2843,3.3
9015,62773,60335,,,2438,3.9
9110,,,1,1,,
9120,,,1,2,,
9130,,,1,1,,
9140,,,1,2,,
9150,,,0,4,,
9160,,,0,4,,
9170,,,1,2,,
9180,,,1,2,,
9190,,,1,2,,
